source,target,sign,consistency
AKR1A1,Enzyme1338__AKR1A1,1,TRUE
AKR1A1,Enzyme156__AKR1A1,1,TRUE
AKR1B1,Enzyme1338__AKR1B1,1,TRUE
AKR1B1,Enzyme156__AKR1B1,1,TRUE
AKT1,BAD,-1,TRUE
AKT1,BCL2L1,1,TRUE
AKT1,BIRC5,1,TRUE
AKT1,BRAF,-1,TRUE
AKT1,BRCA1,1,TRUE
AKT1,CASP9,-1,TRUE
AKT1,CHEK1,-1,TRUE
AKT1,HK1,1,TRUE
AKT1,HK2,1,TRUE
AKT1,MAP3K11,-1,TRUE
AKT1,MDM2,1,TRUE
AKT1,MDM4,1,TRUE
AKT1,PPP1R13L,1,TRUE
AKT1,RPTOR,-1,TRUE
AKT1,SH3RF1,-1,TRUE
AKT1,SOX9,1,TRUE
AKT1,TP53BP1,-1,TRUE
AKT1,XIAP,1,TRUE
ANAPC1,ANAPC10,1,TRUE
ANAPC1,ANAPC4,1,TRUE
ANAPC1,ANAPC5,1,TRUE
ANAPC1,ANAPC7,1,TRUE
ANAPC1,CDC16,1,TRUE
ANAPC1,CDC23,1,TRUE
ANAPC1,CDC27,1,TRUE
ANAPC1,PTTG1,1,TRUE
ANAPC10,ANAPC1,1,TRUE
ANAPC10,ANAPC11,1,TRUE
ANAPC10,ANAPC4,1,TRUE
ANAPC10,ANAPC5,1,TRUE
ANAPC10,ANAPC7,1,TRUE
ANAPC10,CDC16,1,TRUE
ANAPC10,CDC23,1,TRUE
ANAPC10,CDC27,1,TRUE
ANAPC10,PTTG1,1,TRUE
ANAPC11,ANAPC10,1,TRUE
ANAPC11,CDC16,1,TRUE
ANAPC11,PTTG1,1,TRUE
ANAPC4,ANAPC1,1,TRUE
ANAPC4,ANAPC10,1,TRUE
ANAPC4,ANAPC5,1,TRUE
ANAPC4,ANAPC7,1,TRUE
ANAPC4,CDC16,1,TRUE
ANAPC4,CDC23,1,TRUE
ANAPC4,CDC27,1,TRUE
ANAPC4,PTTG1,1,TRUE
ANAPC5,ANAPC1,1,TRUE
ANAPC5,ANAPC10,1,TRUE
ANAPC5,ANAPC4,1,TRUE
ANAPC5,ANAPC7,1,TRUE
ANAPC5,CDC16,1,TRUE
ANAPC5,CDC23,1,TRUE
ANAPC5,CDC27,1,TRUE
ANAPC5,PTTG1,1,TRUE
ANAPC7,ANAPC1,1,TRUE
ANAPC7,ANAPC10,1,TRUE
ANAPC7,ANAPC4,1,TRUE
ANAPC7,ANAPC5,1,TRUE
ANAPC7,CDC16,1,TRUE
ANAPC7,CDC23,1,TRUE
ANAPC7,CDC27,1,TRUE
ANAPC7,PTTG1,1,TRUE
ANKRD11,TP53,1,TRUE
ATG13,RB1CC1,1,TRUE
BAD,BCL2L1,-1,TRUE
BAD,TP53,1,TRUE
BCL2L1,CASP9,-1,TRUE
BCL2L1,TP53,-1,TRUE
BECN1,HMGB1,1,TRUE
BECN1,USP10,1,TRUE
BID,BCL2L1,-1,TRUE
BIRC5,CASP9,-1,TRUE
BIRC5,XIAP,1,TRUE
BNIP3L,BCL2L1,-1,TRUE
BRAF,MAP2K1,1,TRUE
BRAF,MAP2K2,1,TRUE
BRAF,MAP2K3,1,TRUE
BRCA1,FHL2,1,TRUE
BRCA1,GADD45A,1,TRUE
BRCA1,NPM1,1,TRUE
BRCA1,PALB2,1,TRUE
BRCA1,TP53,-1,TRUE
BSG,Enzyme757700002__BSG,1,TRUE
CAV1,BSG,-1,TRUE
CCNA2,E2F1,1,TRUE
CCNA2,TP53,1,TRUE
CDC16,ANAPC1,1,TRUE
CDC16,ANAPC10,1,TRUE
CDC16,ANAPC11,1,TRUE
CDC16,ANAPC4,1,TRUE
CDC16,ANAPC5,1,TRUE
CDC16,ANAPC7,1,TRUE
CDC16,CDC23,1,TRUE
CDC16,CDC26,1,TRUE
CDC16,CDC27,1,TRUE
CDC16,PTTG1,1,TRUE
CDC23,ANAPC1,1,TRUE
CDC23,ANAPC10,1,TRUE
CDC23,ANAPC4,1,TRUE
CDC23,ANAPC5,1,TRUE
CDC23,ANAPC7,1,TRUE
CDC23,CDC16,1,TRUE
CDC23,CDC27,1,TRUE
CDC23,PTTG1,1,TRUE
CDC26,CDC16,1,TRUE
CDC26,CDC27,1,TRUE
CDC26,PTTG1,1,TRUE
CDC27,ANAPC1,1,TRUE
CDC27,ANAPC10,1,TRUE
CDC27,ANAPC4,1,TRUE
CDC27,ANAPC5,1,TRUE
CDC27,ANAPC7,1,TRUE
CDC27,CDC16,1,TRUE
CDC27,CDC23,1,TRUE
CDC27,CDC26,1,TRUE
CDC27,PTTG1,1,TRUE
CDK1,ANAPC1,1,TRUE
CDK1,ANAPC10,1,TRUE
CDK1,ANAPC11,1,TRUE
CDK1,ANAPC4,1,TRUE
CDK1,ANAPC5,1,TRUE
CDK1,ANAPC7,1,TRUE
CDK1,BAD,1,TRUE
CDK1,CDC16,1,TRUE
CDK1,CDC23,1,TRUE
CDK1,CDC26,1,TRUE
CDK1,CDC27,1,TRUE
CDK1,CHEK1,1,TRUE
CDK1,CSNK2B,1,TRUE
CDK1,E2F1,1,TRUE
CDK1,ELAVL1,1,TRUE
CDK1,EZH2,-1,TRUE
CDK1,HMGA2,-1,TRUE
CDK1,IREB2,-1,TRUE
CDK1,MDM4,-1,TRUE
CDK1,NFAT5,1,TRUE
CDK1,NPM1,-1,TRUE
CDK1,NUP50,-1,TRUE
CDK1,PTTG1,1,TRUE
CDK1,RAD9A,1,TRUE
CDK1,TP53,1,TRUE
CDK1,TSC1,-1,TRUE
CDKN1A,CCNA2,-1,TRUE
CDKN1A,CDK1,-1,TRUE
CDKN1A,E2F1,-1,TRUE
CEBPB,CREB1,1,TRUE
CEBPB,GOT1,1,TRUE
CHEK1,MDM4,-1,TRUE
CHEK1,PTTG1,1,TRUE
CHEK1,TP53,1,TRUE
CREB1,CREBBP,1,TRUE
CREB1,TP53,1,TRUE
CREBBP,E2F1,1,TRUE
CREBBP,NFE2L2,1,TRUE
CREBBP,TP53,1,TRUE
CSNK2B,BID,1,TRUE
CSNK2B,TP53,1,TRUE
DAPK3,TP53,1,TRUE
DDB2,CDKN1A,-1,TRUE
DUSP1,MAPK8,1,TRUE
E2F1,BID,1,TRUE
E2F1,CCNA2,1,TRUE
E2F1,CDK1,1,TRUE
E2F1,CHEK1,1,TRUE
E2F1,DDB2,1,TRUE
E2F1,DHFR,1,TRUE
E2F1,DUSP1,1,TRUE
E2F1,FGFR1,1,TRUE
E2F1,MCM7,1,TRUE
E2F1,MDM2,-1,TRUE
E2F1,PMAIP1,1,TRUE
E2F1,PPP1R13B,1,TRUE
E2F1,PTTG1,1,TRUE
E2F1,TP53,1,TRUE
E2F1,TP53BP1,1,TRUE
E2F1,TP53BP2,1,TRUE
E2F1,ULK1,1,TRUE
E4F1,TP53,1,TRUE
ELAVL1,BRCA1,-1,TRUE
ELAVL1,CCNA2,1,TRUE
ELAVL1,DUSP1,1,TRUE
ELAVL1,TP53,1,TRUE
EZH2,BRCA1,1,TRUE
FGFR1,CREBBP,1,TRUE
FGFR1,LDHA,1,TRUE
FHL2,E4F1,-1,TRUE
GADD45A,CDK1,-1,TRUE
Enzyme1338__AKR1A1,Metab__D-Glucitol_c,1,TRUE
Enzyme1338__AKR1B1,Metab__D-Glucitol_c,1,TRUE
Enzyme222200002__SLC16A1,Metab__L-Lactic acid_c,1,TRUE
Enzyme2759__orphanReacLACLt,Metab__L-Lactic acid_c,1,TRUE
Enzyme7338__LDHA_reverse,Metab__L-Lactic acid_c,1,TRUE
Enzyme757700002__BSG,Metab__L-Lactic acid_c,1,TRUE
Enzyme9172__LDHA_reverse,Metab__L-Lactic acid_m,1,TRUE
Enzyme918200002__SLC16A1,Metab__L-Lactic acid_m,1,TRUE
Enzyme9694__LDHA_reverse,Metab__L-Lactic acid_x,1,TRUE
HDAC1,CDKN1A,1,TRUE
HDAC1,NFE2L2,-1,TRUE
