Node1,Sign,Node2,Weight
BSG,1,parent_of_HMDB0000190,0.6666666666666665
CAV1,-1,BSG,0.6666666666666665
E2F1,1,PLK1,0.16666666666666663
E2F1,1,RELA,1
EGFR,1,CAV1,0.33333333333333326
EGFR,1,E2F1,0.16666666666666663
EGFR,1,PTPN1,0.16666666666666663
EGFR,1,STAT1,0.16666666666666663
EGR1,1,EGFR,0.16666666666666663
FGFR1,1,LDHA,0.33333333333333326
FGFR1,1,STAT1,0.33333333333333326
HIF1A,1,SLC2A1,1
IRS1,1,CAV1,0.16666666666666663
JUN,-1,TP53,0.16666666666666663
JUN,1,EGFR,0.16666666666666663
LDHA,1,parent_of_HMDB0000190,0.33333333333333326
LDHA,1,parent_of_HMDB0000190,0.33333333333333326
MAPK1,-1,FGFR1,0.16666666666666663
MAPK14,-1,EGFR,0.16666666666666663
MAPK14,-1,MAPK1,0.16666666666666663
MAPK14,-1,MAPK3,0.16666666666666663
MAPK14,1,JUN,0.5
MAPK14,1,RELA,0.5
MAPK14,1,STAT1,0.5
MAPK3,-1,FGFR1,0.16666666666666663
Metab__D-Glucose_c,1,parent_of_HMDB0000247,1
Metab__L-Lactic acid_c,1,parent_of_HMDB0000190,1
Metab__D-Glucitol_c,1,MAPK14,0.5
NFKB1,1,EGFR,0.16666666666666663
NFKB1,1,RELA,1
PLK1,-1,IRS1,0.16666666666666663
PTPN1,-1,CAV1,0.16666666666666663
RELA,1,EGFR,0.16666666666666663
RELA,1,NFKB1,1
SLC2A1,1,parent_of_HMDB0000122,1
SP1,1,NFKB1,1
SP1,1,RELA,1
TP53,-1,SLC2A1,0.16666666666666663
TP53,1,EGFR,0.16666666666666663
parent_of_HMDB0000122,1,Metab__D-Glucose_c,1
parent_of_HMDB0000190,1,Metab__L-Lactic acid_c,1
parent_of_HMDB0000190,1,Metab__L-Lactic acid_m,1
parent_of_HMDB0000247,1,Metab__D-Glucitol_c,1
