source,target,sign,consistency
ABL1,CTNND1,1,TRUE
ABL1,JUN,1,TRUE
ABL1,MTOR,1,TRUE
ABL1,SOS1,1,TRUE
ABL1,VAV2,1,TRUE
ACTB,ABL1,-1,TRUE
ACTB,CTTN,1,TRUE
AKT1,BAD,-1,TRUE
AKT1,BRCA1,1,TRUE
AKT1,CHEK1,-1,TRUE
AKT1,CTNNB1,1,TRUE
AKT1,GSK3A,-1,TRUE
AKT1,HK1,1,TRUE
AKT1,HK2,1,TRUE
AKT1,MDM2,1,TRUE
AKT1,SKP2,1,TRUE
AKT1,TKT,1,TRUE
AKT1,TP53BP1,-1,TRUE
APP,GAPDH,-1,TRUE
ARHGEF2,AKT1,1,TRUE
AURKB,NPM1,1,TRUE
AURKB,RASSF1,-1,TRUE
AURKB,TP53,-1,TRUE
BAD,BCL2L1,-1,TRUE
BAD,TP53,1,TRUE
BBC3,BCL2L1,-1,TRUE
BCL2L1,TP53,-1,TRUE
BCL3,HDAC1,1,TRUE
BECN1,HMGB1,1,TRUE
BECN1,USP10,1,TRUE
BID,BCL2L1,-1,TRUE
BLM,TP53,1,TRUE
BLM,TP53BP1,1,TRUE
BNIP3,BCL2L1,-1,TRUE
BNIP3,RHEB,-1,TRUE
BNIP3L,BCL2L1,-1,TRUE
BRCA1,NPM1,1,TRUE
BRCA1,TP53,-1,TRUE
CDK2,CHEK1,1,TRUE
CDK2,MDM2,-1,TRUE
CDK2,NPM1,-1,TRUE
CDK2,TP53,1,TRUE
CHEK1,BLM,1,TRUE
CHEK1,TP53,1,TRUE
CHEK2,BECN1,1,TRUE
CHEK2,E2F1,1,TRUE
CHEK2,ELAVL1,1,TRUE
CHEK2,MDM2,-1,TRUE
CHEK2,PPP2R5C,1,TRUE
CHEK2,TP53,1,TRUE
CHEK2,TTK,1,TRUE
CHEK2,VHL,1,TRUE
CREB1,CREBBP,1,TRUE
CREB1,SMAD3,1,TRUE
CREB1,TP53,1,TRUE
CREBBP,E2F1,1,TRUE
CREBBP,TP53,1,TRUE
CTNNB1,PIK3CA,1,TRUE
CTNNB1,TCF3,1,TRUE
CTNND1,RAC1,1,TRUE
CTNND1,VAV2,1,TRUE
CTTN,ACTB,1,TRUE
DAPK3,TP53,1,TRUE
DBF4,MCM7,1,TRUE
DDX5,TP53,1,TRUE
DUSP1,MAPK1,1,TRUE
E2F1,CHEK1,1,TRUE
E2F1,DBF4,1,TRUE
E2F1,TFDP1,1,TRUE
E2F1,TP53,1,TRUE
E2F1,TP53BP1,1,TRUE
E2F4,BRCA1,-1,TRUE
EGR1,DUSP1,1,TRUE
EGR1,TP53,1,TRUE
EIF2AK2,TP53,1,TRUE
EIF4E,SMAD3,1,TRUE
EIF4E,SMAD4,1,TRUE
ELAVL1,BRCA1,-1,TRUE
ELAVL1,DUSP1,1,TRUE
