Node1,Sign,Node2,Weight
ABL1,-1,PSMA7,0.23
ABL1,1,CAV1,0.23
ABL1,1,CEBPB,0.23
ABL1,1,JUN,0.23
ABL1,1,PTPN6,0.02
ABL1,1,STAT1,0.23
ABL2,-1,PSMA7,0.77
ABL2,1,CEBPB,0.77
ACO1,1,Enzyme3825__ACO1_reverse,0.36
ACO1,1,Enzyme9711__ACO1_reverse,0.53
ATF1,1,JUN,1
ATR,-1,CREB1,1
ATR,1,CHEK1,1
ATR,1,E2F1,1
ATR,1,KMT2A,1
BMPR2,1,ACVR1,1
CASP3,-1,PARP1,0.71
CASP3,-1,RELA,0.71
CDH2,1,CDON,1
CDK1,-1,CUX1,1
CDK1,-1,IREB2,0.25
CDK1,-1,PPP1CA,1
CDK1,1,ABL1,0.23
CDK1,1,KMT5A,1
CDK1,1,RUNX2,1
CDK1,1,SP1,1
CDK1,1,TP53,1
CDK2,-1,E2F1,1
CDK2,-1,ID3,1
CDK2,-1,PPP1CA,1
CDK2,-1,RBL2,1
CDK2,1,CEBPB,1
CDK2,1,SP1,1
CDK2,1,TP53,1
CDKN2A,-1,CDK2,1
CDKN2A,-1,TP53,1
CDKN2A,1,ATR,1
CDON,1,SPAG9,1
CHEK1,-1,NFKB1,1
CHEK1,1,E2F3,1
CREB1,1,SMAD3,1
CSNK2A1,-1,EGR1,1
CSNK2A1,-1,GPI,0.63
CSNK2A1,-1,JUN,1
CSNK2A1,-1,NFE2L2,1
CSNK2A1,-1,SP1,1
CSNK2A1,1,HDAC1,1
CSNK2A1,1,LEF1,1
CSNK2A1,1,PIAS1,1
CSNK2A1,1,SNAI1,1
CSNK2A1,1,YY1,1
DAG1,1,PRKCA,1
DAPK1,-1,ITGA3,1
DAPK1,1,CDKN2A,1
DAPK1,1,PKM,1
E2F1,1,CHEK1,1
E2F1,1,HDAC1,1
ERBB2,-1,CDK1,1
FOS,1,JUN,1
FYN,1,ABL1,0.23
FYN,1,CAV1,1
FYN,1,ITGB1,1
FYN,1,MAPK14,1
FYN,1,PGD,1
