Node1,Sign,Node2,Weight
ABL1,-1,PSMA7,1
ABL1,1,CAV1,1
ABL1,1,CEBPB,1
ABL1,1,JUN,1
ABL1,1,PTPN6,1
ABL1,1,STAT1,1
AKT1,-1,CHEK1,1
AKT1,1,CDK2,1
AKT1,1,CREB1,1
AKT1,1,ITGB1,1
AKT1,1,PRKACA,1
AKT1,1,SMAD3,1
ATF1,1,JUN,1
ATM,1,ABL1,1
ATM,1,AKT1,1
ATM,1,HIF1A,1
ATM,1,PRKDC,1
ATM,1,SP1,1
ATM,1,TP53,1
ATM,1,TRAF6,1
BCL2,-1,PARP1,1
BCL2,1,MYC,1
BMPR2,1,ACVR1,1
CAV1,-1,PPP2CA,1
CDK1,-1,BCL2,1
CDK1,-1,CUX1,1
CDK1,-1,PPP1CA,1
CDK1,1,ABL1,1
CDK1,1,RUNX2,1
CDK1,1,SP1,1
CDK1,1,TP53,1
CDK2,-1,E2F1,1
CDK2,-1,ID3,1
CDK2,-1,PPP1CA,1
CDK2,-1,RBL2,1
CDK2,1,CEBPB,1
CDK2,1,SP1,1
CDK2,1,TP53,1
CHEK1,-1,NFKB1,1
CHEK1,1,E2F3,1
CREB1,1,SMAD3,1
CSNK2A1,-1,EGR1,1
CSNK2A1,-1,JUN,1
CSNK2A1,-1,NFE2L2,1
CSNK2A1,-1,SP1,1
CSNK2A1,1,HDAC1,1
CSNK2A1,1,LEF1,1
CSNK2A1,1,PIAS1,1
CSNK2A1,1,SNAI1,1
CSNK2A1,1,YY1,1
DAG1,1,PRKCA,1
E2F1,1,CHEK1,1
E2F1,1,HDAC1,1
ERBB2,-1,CDK1,1
ERBB2,1,PIK3CA,1
FOS,1,JUN,1
HDAC1,-1,NFE2L2,1
HDAC1,-1,RELA,1
HDAC1,-1,SMAD3,1
HDAC1,-1,SMAD4,1
HDAC1,-1,TP53,1
HIPK2,1,MECP2,1
ITGB1,1,PRKACA,1
JAK1,1,STAT1,1
JAK1,1,STAT2,1
JAK1,1,STAT6,1
JDP2,-1,JUN,1
MAP3K7,-1,SMAD3,1
MAP3K7,1,HIPK2,1
MAP3K7,1,MAPK14,1
MAP3K7,1,MAPK8,1
MAPK14,-1,CREB1,1
MAPK14,-1,NFE2L2,1
MAPK14,1,CSNK2A1,1
MAPK14,1,HBP1,1
MAPK14,1,MAX,1
MAPK14,1,MYC,1
MAPK7,1,ETS1,1
MAPK7,1,MEF2D,1
MAPK8,-1,STAT6,1
MAPK8,1,JDP2,1
MAPK8,1,MAPK14,1
MAPK8,1,MYC,1
MAPK8,1,RPS6KB1,1
MAX,1,MYC,1
MYC,1,DNMT3A,1
NCOR2,1,BHLHE41,1
NFKB1,1,JUN,1
PARP1,-1,KDM5B,1
PARP1,1,HIF1A,1
PARP1,1,NFKB1,1
PARP1,1,TP53,1
PDPK1,1,PRKCZ,1
PDPK1,1,RPS6KB1,1
PDPK1,1,SMAD7,1
PIAS1,1,SOX9,1
PIK3CA,1,PDPK1,1
PIK3CA,1,PRKCZ,1
PIK3CA,1,RPS6KB1,1
PPP1CA,-1,SP1,1
PPP1CA,-1,SP3,1
PPP1CA,-1,TP53,1
PPP1CA,1,HDAC1,1
PPP2CA,-1,AKT1,1
PPP2CA,-1,ATM,1
PPP2CA,-1,PRKACA,1
PPP2CA,-1,PRKCA,1
PPP2CA,-1,RELA,1
PPP2CA,1,BCL2,1
PPP2CA,1,MYC,1
PPP2CA,1,RBL2,1
PRKACA,-1,GLI2,1
PRKACA,1,ATF1,1
PRKACA,1,CD44,1
PRKACA,1,CREB1,1
PRKACA,1,FOS,1
PRKACA,1,ITGB1,1
PRKACA,1,LRP1,1
PRKACA,1,NFKB1,1
PRKACA,1,RELA,1
PRKACA,1,SRF,1
PRKACA,1,TFAP2A,1
PRKCA,-1,BCL2,1
PRKCA,-1,EPHA2,1
PRKCA,-1,ERBB2,1
PRKCA,-1,EWSR1,1
PRKCA,1,ABL1,1
PRKCA,1,DAG1,1
PRKCA,1,FOS,1
PRKCA,1,ITGB1,1
PRKCA,1,ITGB5,1
PRKCA,1,LRP1,1
PRKCA,1,NFE2L2,1
PRKCA,1,PTPN6,1
PRKCA,1,TP53,1
PRKCZ,-1,AKT1,1
PRKCZ,-1,MAPK7,1
PRKCZ,1,RPS6KB1,1
PRKDC,1,ABL1,1
PRKDC,1,AKT1,1
PRKDC,1,SRF,1
PRKDC,1,TP53,1
PRKDC,1,USF1,1
PSMA7,-1,XBP1,1
PTPN6,1,JAK1,1
PTPN6,1,STAT6,1
RBL2,1,E2F4,1
RELA,-1,MYC,1
RELA,-1,NCOR2,1
RELA,1,JUN,1
RPS6KB1,1,CREM,1
RUNX2,1,JUN,1
SMAD3,1,JUN,1
SMAD7,1,MAP3K7,1
SMAD7,1,PPP1CA,1
STAT1,-1,MYC,1
STAT2,1,STAT1,1
TRAF2,1,MAP3K7,1
TRAF6,1,AKT1,1
TRAF6,1,NR2C2,1
YY1,1,MYC,1
