Node1,Sign,Node2,Weight
ABL1,-1,MDM2,0.4
ABL1,1,ATR,0.4
ABL1,1,HDAC2,0.4
ABL1,1,NCOA3,0.4
ABL1,1,STAT1,0.4
ACO1,1,Gene3825__ACO1_reverse,0.49
ACO1,1,Gene97__ACO1_reverse,0.32
ACO1,1,Gene9711__ACO1_reverse,0.29
ANO9,1,STAT1,1
ATAD2,1,MYC,1
ATM,1,HIF1A,0.3
ATM,1,NFAT5,0.38
ATM,1,TFDP1,1
ATR,-1,MDM2,0.58
ATR,-1,PLK1,0.58
ATR,1,KMT2A,0.58
ATR,1,TP53,0.58
AXIN1,1,MYC,1
BCL6,-1,ATR,0.18
BCL6,-1,TP53,0.18
BRD4,-1,MYC,1
BRD4,1,EP300,0.99
CCNA2,1,TFDP1,1
CCNE1,1,MYBL2,1
CCNE1,1,TFDP1,1
CDC73,-1,MYC,1
CDK1,-1,NCOA3,1
CDK1,1,CSNK2A1,0.2
CDK1,1,KAT5,1
CDK1,1,NFAT5,0.38
CDK1,1,PLK1,1
CDK1,1,SREBF1,0.19
CDK2,-1,PAK1,0.42
CDK2,-1,RUNX1,1
CDK2,-1,SMAD4,1
CDK2,1,AXIN1,1
CDK2,1,CCNA2,1
CDK2,1,CEBPB,0.58
CDK2,1,E2F5,1
CDK2,1,MYBL2,1
CDK2,1,MYC,1
CDK2,1,NFYA,1
CDK2,1,TFDP1,1
CEBPB,1,E2F4,0.58
CEBPB,1,SREBF1,0.18
CHUK,1,MYC,1
COPS5,-1,SMAD4,1
COPS5,1,HIF1A,0.3
COPS5,1,MDM2,1
COPS5,1,MYC,1
CSNK2A1,1,HSF1,0.2
CTCF,-1,BCL6,0.18
CTCF,-1,MYC,1
CUL1,1,CCNE1,1
E2F2,1,CDK1,1
E2F2,1,MYC,1
E2F2,1,PCNA,1
E2F2,1,PLK1,1
E2F2,1,TFDP1,1
E2F3,1,CCNA2,1
E2F3,1,CDK1,1
E2F3,1,MYBL2,1
E2F3,1,MYC,1
E2F3,1,PLK1,1
E2F3,1,TFDP1,1
E2F4,1,CDK1,1
ELAVL1,-1,MYC,1
ELAVL1,1,TP53,1
EP300,-1,BCL6,0.18
EP300,-1,MYC,0.99
EP300,1,GATA3,0.99
EP300,1,MEF2A,0.99
EP300,1,SMAD4,0.99
EP300,1,TP53,0.99
FYN,1,PLD2,0.3
FYN,1,PTPN11,0.3
GATA3,-1,CEBPB,0.58
Gene168800001__SLC25A1,1,Metab__HMDB0000094_m,0.05
Gene17300002__SLC38A2,1,Metab__HMDB0000168_c,1
Gene220500001__SLC25A1,1,Metab__HMDB0000094_c,0.22
Gene220800002__SLC25A1,1,Metab__HMDB0000094_m,0.03
Gene221400002__SLC25A1,1,Metab__HMDB0000094_m,0.14
Gene2346__PKM_reverse,1,Metab__HMDB0000263_c,1
Gene3825__ACO1_reverse,1,Metab__HMDB0000094_c,0.49
Gene559100002__SLC38A2,1,Metab__HMDB0000161_c,1
Gene5592__GPT2,1,Metab__HMDB0000243_c,0.51
Gene616500001__SLC25A1,1,Metab__HMDB0000094_c,0.08
Gene616700002__SLC25A1,1,Metab__HMDB0000094_c,0.21
Gene618000003__SLC25A1,1,Metab__HMDB0000094_m,0.02
Gene619000001__SLC25A1,1,Metab__HMDB0000263_m,0.93
Gene619100001__SLC25A1,1,Metab__HMDB0000263_m,0.07
Gene6248__PLD2,1,Metab__HMDB0000211_c,0.62
Gene738300002__SLC38A2,1,Metab__HMDB0000641_c,1
Gene94600002__SLC5A3,1,Metab__HMDB0000211_c,0.38
Gene97__ACO1_reverse,1,Metab__HMDB0000094_m,0.32
Gene9711__ACO1_reverse,1,Metab__HMDB0000094_m,0.29
Gene982500001__SLC25A1,1,Metab__HMDB0000094_m,0.15
GSK3A,-1,MYC,1
GSK3B,-1,CCNE1,0.13
GSK3B,-1,CDK1,0.13
GSK3B,-1,HSF1,0.13
GSK3B,-1,MYC,0.13
