nodes,score,RNA_input
ANAPC11,-1.4090764644450213,1.382092501397275
ANAPC13,-1.568380424367959,0.9269368194653033
ANAPC5,-1.122171943660197,0.7487854925120488
ANAPC7,-1.122171943660197,1.176755772887724
CDC16,-1.122171943660197,0.016807665125807694
CDC23,-1.122171943660197,0.43726876234808515
CDC26,-1.122171943660197,1.173253573107905
CDK1,-1.4552226098071497,0.9927534455339393
CHEK1,-1.0140948268811225,1.8686999047901212
CSNK2A1,-2.563631783276119,0.3359523699449679
DDB1,1.3090271311273505,1.1049842222058799
DUT,-2.7836472944406756,0.8679078491152001
E2F4,-1.9873009431634268,-0.5799123625687144
EIF2AK2,1.4352900436740799,-0.39965208412054587
ELAVL1,-1.9873009431634268,0.04200854633775124
G3BP1,1.0851529951347438,0.3186009586126328
Gene1092__DTYMK,-2.502735025655025,NA
Gene1684__orphanReacr0907_reverse,1.2883954956079828,NA
Gene3738__orphanReacURIDK2r,-1.1347324688012317,NA
Gene3738__orphanReacURIDK2r_reverse,-2.502735025655025,NA
Gene446__TK1,-2.502735025655025,NA
Gene448__DUT,-2.3589029228364518,NA
Gene4822__GPI,1.770942657785192,NA
Gene4822__GPI_reverse,2.2470098742602396,NA
Gene4823__GPI,2.5702282838576043,NA
Gene4823__GPI_reverse,2.2470098742602396,NA
Gene5897__orphanReacDUMPtn,-1.3288539082324677,NA
Gene5897__orphanReacDUMPtn_reverse,-2.502735025655025,NA
Gene5900__DUT,-1.3288539082324677,NA
Gene6535__orphanReacPTRCtex2,1.1765633152600077,NA
Gene6535__orphanReacPTRCtex2_reverse,1.0459785905624062,NA
Gene7282__NT5C,-1.806161883814434,NA
Gene7283__GPI,2.5702282838576043,NA
Gene7283__GPI_reverse,1.770942657785192,NA
Gene7346__ODC1,1.0459785905624062,NA
Gene8418__ODC1,1.1765633152600077,NA
Gene9634__DTYMK,-2.606364690271487,NA
Gene9634__DTYMK_reverse,-2.3589029228364518,NA
Gene9812__orphanReacr0818,-2.502735025655025,NA
GPI,3.0604611524273566,-1.5428874200839306
HSP90AA1,1.1122667549594085,0.3566649361412151
HSPA5,-1.3591981549232723,0.6461227399246395
IRAK1,-1.3090271311273505,-1.773825042431408
KMT5A,-1.356996540032482,0.779081129441017
MAX,1.9873009431634268,0.9392777332601058
Metab__HMDB0000012_c,-1.3520597061888855,NA
Metab__HMDB0001000_c,-1.0935796088446634,NA
Metab__HMDB0001000_m,-2.095823372505913,NA
Metab__HMDB0001401_c,1.6151327941605103,NA
Metab__HMDB0001409_c,-2.4828177763783237,NA
Metab__HMDB0001409_m,-2.2755174298613094,NA
Metab__HMDB0001409_n,-1.6609702171738268,NA
Metab__HMDB0001414_c,1.1501187412214877,NA
Metab__HMDB0001414_e,1.1225633199986422,NA
Metab__HMDB0003971_c,2.3080226739654126,NA
Metab__M01389_c,2.077220523103784,NA
ODC1,1.261606135161347,-1.593976647275309
PRNP,-1.7098753711514567,-1.3415831505814273
RAF1,1.0846773068852777,1.5085072160141761
SEC63,-1.3106646382002571,0.385898689278744
SQSTM1,-1.0117683795850243,-0.5486879912077463
STAT1,-1.9873009431634268,-0.3855294762118248
STIP1,-1.1754489808162016,0.09074176878778409
TK1,-1.9353928858177325,0.7793427179958676
UBE2A,-1.3965531812835785,-0.08801278398711528
