source,score,level
Gene1026__MTR,-1.5367936994145328,1
Gene10490__GPT2,0.6060009930069618,1
Gene114__ADSL,-0.8263997476072383,1
Gene1199__GOT2,0.6060009930069619,1
Gene1199__GOT2_reverse,-0.9883684314746451,1
Gene1338__AKR1B1,-0.961329293201092,1
Gene1397__SDHA_SDHD_SDHC_SDHB,-0.826399747607238,1
Gene1433__TMLHE,0.5789951527510324,1
Gene1551__orphanReacr0156,1.8820842572646097,1
Gene1561__AKR1B1,-1.3449885986854295,1
Gene156__AKR1B1,0.10508374630549792,1
Gene1598__orphanReacr0480,-1.307955605076415,1
Gene1598__orphanReacr0480_reverse,1.1167038792733968,1
Gene1664__orphanReacr0788_reverse,1.1167038792733968,1
Gene1665__orphanReacr0789_reverse,1.1167038792733968,1
Gene1684__orphanReacr0907_reverse,0.9559423627572768,1
Gene1766__orphanReacr1435,-1.187697138823581,1
Gene1767__orphanReacr1437,-0.4609809085080473,1
Gene177300002__orphanReacPHEt2m,-1.346049346549269,1
Gene178__GOT2,0.6060009930069619,1
Gene2341__PRDX6_reverse,0.378501755162898,1
Gene2346__PKM_reverse,1.1799017633627022,1
Gene241__CDIPT,0.34963282765033354,1
Gene241__CDIPT_reverse,1.214030433848886,1
Gene2730__orphanReacAHCYStm,-1.307955605076415,1
Gene330__CMPK1_reverse,0.34963282765033354,1
Gene3422__orphanReacALAARGCYSr,0.9861123696435499,1
Gene3426__orphanReacHISGLUGLNr,0.2177350457224361,1
Gene3429__orphanReacALAASNLEUr,2.527551761403621,1
Gene3437__orphanReacHISMETGLNr,-1.029549218225987,1
Gene3450__orphanReacARGPROMETr,-0.523213323580623,1
Gene3466__orphanReacMETASNTYRr,0.033496788764421886,1
Gene3474__orphanReacCYSASNMETr,-0.24222084753246365,1
Gene3480__orphanReacCYSASPPHEr,-1.2895744538680611,1
Gene3483__orphanReacCYSGLUTRPr,0.10265488424618811,1
Gene3485__orphanReacCYSSERMETr,-1.8914899466081598,1
Gene3490__orphanReacCYSTYRASNr,0.7853050519803862,1
Gene3503__orphanReacGLUMETr,-0.6476125550322744,1
Gene3510__orphanReacPROVALGLNr,1.3386484713142484,1
Gene3521__orphanReacSERGLYGLUr,0.152847807893359,1
Gene3525__orphanReacTHRGLNTYRr,1.1697010805432728,1
Gene3538__orphanReacTRPALAPROr,1.910198138794133,1
Gene3636__GOT1,0.6060009930069618,1
