nodes,score,RNA_input
CTCF,1.820842019104874,0.7426719185497417
Gene1675__orphanReacr0840,-1.4486626905573283,NA
Gene1675__orphanReacr0840_reverse,-2.0640989496386783,NA
Gene1758__orphanReacr1384_reverse,-1.3328675899776539,NA
Gene358__orphanReacDGSNtm,-1.1246698745319155,NA
Gene3675__PNP_reverse,-1.3591257677375865,NA
Gene3697__HPRT1,-1.1333624359428842,NA
Gene3749__PRPS1,-1.0204926839320005,NA
Gene3749__PRPS2,-1.0204926839320005,NA
Gene3756__PNP_reverse,-1.3328675899776539,NA
Gene3764__PNP,-1.0819068265049183,NA
Gene3764__PNP_reverse,-1.76488909693477,NA
Gene3779__NT5C3A,-1.76488909693477,NA
Gene6760__orphanReacXTSNtr,-1.76488909693477,NA
Gene6760__orphanReacXTSNtr_reverse,-1.8034420096020503,NA
Gene7282__NT5C3A,-1.3591257677375865,NA
Gene7304__PGM1,-2.0640989496386783,NA
Gene7304__PGM2,-2.0640989496386783,NA
Gene7322__PNP,-1.8421630916394836,NA
Gene7322__PNP_reverse,-1.6360594391557215,NA
Gene7632__NT5C,-1.6360594391557215,NA
Gene7632__NT5C2,-1.6360594391557215,NA
Gene7632__NT5C3A,-1.6360594391557215,NA
Gene7633__NT5C3A,-1.3328675899776539,NA
Gene7706__HPRT1,-1.1637918260499827,NA
Gene9739__DGUOK,-3.97349706451864,NA
Metab__dgmp_c,-1.587449916046818,NA
Metab__HMDB0000085_c,-2.287579653687469,NA
Metab__HMDB0000132_c,-1.2394623782804721,NA
Metab__HMDB0000299_c,-1.3464135289637478,NA
Metab__HMDB0000299_e,-2.1256316162354727,NA
Metab__HMDB0001351_c,-1.5613139932202382,NA
Metab__HMDB0001489_c,-1.4256060302739888,NA
Metab__HMDB0062643_c,-1.4377596661872323,NA
Metab__r5p_c,-1.1494216350566377,NA
Metab__r5p_r,-1.9722632488571252,NA
NT5C3A,-2.7407042560264596,-0.8958720361581083
