Nodes,AvgAct,RNA_input,mofa_weights,feature_weights,NodeType
ADAM15,2.0927342245958074,0.05333623509349123,0.05333623509349123,2.0927342245958074,1
ANXA1,1.9299643177488968,0.274629610587905,0.274629610587905,1.9299643177488968,1
APP,2.2812175632712424,0.42684628908359384,0.42684628908359384,2.2812175632712424,2
ATF2,1.750125877475542,NA,NA,2.958575575468587,4
ATF4,2.132602916748823,-0.16625472499961996,-0.16625472499961996,3.1176850991147997,4
CALR,2.0916016693933144,0.14058395783413644,0.14058395783413644,2.0916016693933144,1
COL18A1,2.887359170591574,0.3796239639605008,0.3796239639605008,2.887359170591574,1
COL6A1,2.8081091429280702,0.48695018793859574,0.48695018793859574,2.8081091429280702,1
DNMT3A,-2.350661660807748,-0.2188689599477262,-0.2188689599477262,-2.1933228807538963,4
ETV4,4.063129482487275,-0.27627298128148675,-0.27627298128148675,2.4141763775025002,4
FN1,2.1087663728769,0.19599399295609027,0.19599399295609027,2.1087663728769,2
GNAI2,2.123548130459289,0.35610392219118714,0.35610392219118714,2.123548130459289,2
HMGA2,2.0850597368911665,0.08178775959981881,0.10192790576366134,2.6459704335960095,4
HR,2.263185218945515,NA,NA,4.637082258002754,4
HRAS,2.3499359303631193,0.16586146639048968,0.16586146639048968,2.3499359303631193,1
HSPG2,2.4576958528716295,0.4237510336866821,0.4237510336866821,2.4576958528716295,1
ICAM1,2.0801454282296303,0.20100181278124413,0.20100181278124413,2.0801454282296303,1
ID2,-2.325658172531483,-0.1636305689672964,-0.1636305689672964,1.178532606540616,4
JDP2,-3.287200675001214,NA,NA,-4.02971575705367,4
JUN,2.2229743345052073,0.5962492592011661,0.5962492592011661,7.305008861819684,4
JUND,1.906014777445573,-0.1002565900911247,-0.1002565900911247,2.8721820573743657,4
KLF10,1.5872485049811138,0.29955945768659575,0.29955945768659575,2.4485030301636326,4
LAMB1,3.1037677304376565,0.4694316153220458,0.4694316153220458,3.1037677304376565,2
LAMC1,2.988242479112854,0.43234239598834623,0.43234239598834623,2.988242479112854,2
LGALS1,4.779422271975704,0.7432072447462025,0.7432072447462025,4.779422271975704,2
LGALS3,1.929739486263549,0.2198393175438961,0.2198393175438961,1.929739486263549,1
LIF,2.4171427640099803,0.24678694369697035,0.24678694369697035,2.4171427640099803,1
LTBP3,2.5887722368381114,0.32755027416448856,0.32755027416448856,2.5887722368381114,1
MTA1,1.9405121625234876,-0.1445794900598657,-0.1445794900598657,0.33756735086174894,4
NAMPT,2.8679306432757947,0.25377115786982435,0.25377115786982435,2.8679306432757947,2
NFATC1,2.104461848224633,NA,NA,3.013460871149975,4
NR4A1,2.3907579570173723,0.10516590099276062,0.10516590099276062,1.4355497400489623,4
PBX1,2.0850597368911665,NA,NA,4.151764347150856,4
PKM,3.484213080443499,0.37889864780224586,0.37889864780224586,3.484213080443499,2
PPARD,1.8969243461199232,0.39173879943982287,0.39173879943982287,3.0976856175828407,4
PSAP,1.6825140924689546,0.27530180559825906,0.27530180559825906,1.6825140924689546,1
RUNX2,1.652398815398895,NA,NA,4.134625326034755,4
SEMA4B,2.299115724311338,0.16974194246349453,0.16974194246349453,2.299115724311338,1
SERPINE2,2.7113602054387727,0.4156451847358478,0.4156451847358478,2.7113602054387727,1
SMAD3,3.2601455604015253,0.536747424152377,0.536747424152377,2.4309749616721237,3
SMARCA1,2.325658172531483,0.30433084832155094,0.30433084832155094,0.0035444271247474686,4
SNAI2,2.0850597368911665,NA,NA,0.32745957187526104,4
SP1,3.0234704003274944,NA,NA,6.548647971788003,4
SP3,3.350900542915071,NA,NA,4.855903176143911,4
STAT1,3.0299906724209578,0.34807099235725897,0.34807099235725897,7.648270674169067,4
STAT3,2.113033925928987,0.2545411052616563,0.2545411052616563,3.4872615965114147,4
TCF4,2.132602916748823,NA,NA,2.773987101010582,4
TCF7L2,2.132602916748823,-0.0687925125744065,-0.0687925125744065,2.7506338270695645,4
TFAP4,1.710043598366496,NA,NA,3.3675153828611766,4
TGFB1,2.3643022949113845,0.25429419615002025,0.25429419615002025,2.3643022949113845,2
THBS1,1.8550568690041533,0.37507016830475515,0.37507016830475515,1.8550568690041533,2
TIMP1,4.603133524100507,0.6207262898597901,0.6207262898597901,4.603133524100507,1
TIMP2,4.858766410199878,0.8435655394113585,0.8435655394113585,4.858766410199878,2
VEGFA,2.8870636316293954,0.4405209152828221,0.4405209152828221,2.8870636316293954,2
VIM,4.481381063222974,0.6985709182192692,0.6985709182192692,4.481381063222974,2
ZEB1,1.6949652706567677,NA,NA,0.7747178149885964,4
