source,target,sign,Weight
AAK1,NUMB,1,TRUE
ABCA1,Enzyme10400__ABCA1,1,TRUE
ABCA1,Enzyme1785__ABCA1,1,TRUE
ABCA1,Enzyme1786__ABCA1,1,TRUE
ABCA1,Enzyme5715__ABCA1,1,TRUE
ABCA1,Enzyme6553__ABCA1,1,TRUE
ABCA1,Enzyme7779__ABCA1,1,TRUE
ABCA1,Enzyme9907__ABCA1,1,TRUE
ABCA1,Enzyme9910__ABCA1,1,TRUE
ABCA1,Enzyme9914__ABCA1,1,TRUE
ABI1,CBL,1,TRUE
ABL1,ABL2,1,TRUE
ABL1,ATR,1,TRUE
ABL1,CAT,1,TRUE
ABL1,CAV1,1,TRUE
ABL1,CDK5,1,TRUE
ABL1,CEBPB,1,TRUE
ABL1,CRKL,1,TRUE
ABL1,CTNND1,1,TRUE
ABL1,DDX5,1,TRUE
ABL1,DNM2,1,TRUE
ABL1,EGFR,1,TRUE
ABL1,GPX1,1,TRUE
ABL1,GRB2,1,TRUE
ABL1,HDAC2,1,TRUE
ABL1,HIPK2,1,TRUE
ABL1,JUN,1,TRUE
ABL1,MAP3K1,1,TRUE
ABL1,MDM4,-1,TRUE
ABL1,MET,1,TRUE
ABL1,MTOR,1,TRUE
ABL1,MUC1,1,TRUE
ABL1,NCK1,1,TRUE
ABL1,NCOA3,1,TRUE
ABL1,NEDD9,1,TRUE
ABL1,PLCG1,-1,TRUE
ABL1,PPARG,1,TRUE
ABL1,PRKCD,1,TRUE
ABL1,PRKD1,1,TRUE
ABL1,PSMA7,-1,TRUE
ABL1,PTPN6,1,TRUE
ABL1,PXN,1,TRUE
ABL1,RAD9A,1,TRUE
ABL1,RIN1,1,TRUE
ABL1,ROBO1,-1,TRUE
ABL1,SHC1,1,TRUE
ABL1,SOS1,1,TRUE
ABL1,SPTLC1,-1,TRUE
ABL1,STAT1,1,TRUE
ABL1,STK4,1,TRUE
ABL1,TOP1,1,TRUE
ABL1,TP53BP1,1,TRUE
ABL1,TP73,1,TRUE
ABL1,UBE3A,-1,TRUE
ABL1,VAV1,1,TRUE
ABL1,VAV2,1,TRUE
ABL2,CAT,1,TRUE
ABL2,CEBPB,1,TRUE
ABL2,GPX1,1,TRUE
ABL2,PSMA7,-1,TRUE
ABL2,RIN1,1,TRUE
ABL2,SIVA1,1,TRUE
ACADM,Enzyme10354__ACADM_ECHS1_HADH_ACAA2,1,TRUE
ACADM,Enzyme10355__ACADM_ECHS1,1,TRUE
ACADM,Enzyme2595__ACADM_ECHS1,1,TRUE
ACADM,Enzyme2596__ACADM_ECHS1_HADH_ACAA2,1,TRUE
ACADM,Enzyme2598__ACADM_ECHS1_HADH_ACAA2,1,TRUE
ACADM,Enzyme2607__ACADM_ECHS1_HADH_ACAA2,1,TRUE
ACADM,Enzyme2608__ACADM_ECHS1_HADH_ACAA2,1,TRUE
ACADM,Enzyme2611__ACADM_ECHS1_HADH_ACAA2,1,TRUE
ACADM,Enzyme4600__ACADM,1,TRUE
ACADM,Enzyme4611__ACADM,1,TRUE
ACADM,Enzyme4612__ACADM,1,TRUE
ACADM,Enzyme4613__ACADM,1,TRUE
ACADM,Enzyme4617__ACADM,1,TRUE
ACADM,Enzyme4626__ACADM,1,TRUE
ACADM,Enzyme4634__ACADM,1,TRUE
ACADM,Enzyme4640__ACADM,1,TRUE
ACADM,Enzyme4646__ACADM,1,TRUE
ACADM,Enzyme4647__ACADM,1,TRUE
ACADM,Enzyme4649__ACADM,1,TRUE
ACADM,Enzyme4653__ACADM,1,TRUE
ACADM,Enzyme4687__ACADM,1,TRUE
ACADM,Enzyme5547__ACADM,1,TRUE
ACADM,Enzyme6085__ACADM,1,TRUE
ACADM,Enzyme6086__ACADM,1,TRUE
ACADM,Enzyme6088__ACADM,1,TRUE
ACADM,Enzyme6089__ACADM,1,TRUE
ACADM,Enzyme6096__ACADM,1,TRUE
ACADM,Enzyme6106__ACADM,1,TRUE
ACADM,Enzyme6109__ACADM,1,TRUE
ACADM,Enzyme6112__ACADM,1,TRUE
ACADM,Enzyme6197__ACADM,1,TRUE
ACADM,Enzyme6197__ACADM_reverse,1,TRUE
ACADM,Enzyme6198__ACADM,1,TRUE
ACADM,Enzyme6198__ACADM_reverse,1,TRUE
ACADM,Enzyme6396__ACADM,1,TRUE
ACADM,Enzyme6405__ACADM,1,TRUE
ACADM,Enzyme6409__ACADM_ECHS1_HADH_ACAA2,1,TRUE
ACADM,Enzyme6561__ACADM_ECHS1_HADH_ACAA2,1,TRUE
ACADM,Enzyme6562__ACADM_ECHS1_HADH_ACAA2,1,TRUE
ACADM,Enzyme6576__ACADM,1,TRUE
ACADM,Enzyme661__ACADM,1,TRUE
ACADM,Enzyme664__ACADM,1,TRUE
ACADM,Enzyme665__ACADM,1,TRUE
ACADM,Enzyme666__ACADM,1,TRUE
ACADM,Enzyme667__ACADM,1,TRUE
ACADM,Enzyme668__ACADM,1,TRUE
ACADM,Enzyme669__ACADM,1,TRUE
ACADM,Enzyme671__ACADM,1,TRUE
ACADM,Enzyme673__ACADM,1,TRUE
ACADM,Enzyme675__ACADM,1,TRUE
ACADM,Enzyme8039__ACADM,1,TRUE
ACADM,Enzyme8044__ACADM,1,TRUE
ACADM,Enzyme8125__ACADM,1,TRUE
ACADM,Enzyme8349__ACADM,1,TRUE
ACADM,Enzyme8350__ACADM,1,TRUE
ACADM,Enzyme8351__ACADM,1,TRUE
ACADM,Enzyme8357__ACADM,1,TRUE
ACADM,Enzyme8361__ACADM,1,TRUE
ACADM,Enzyme8363__ACADM,1,TRUE
ACADM,Enzyme8366__ACADM,1,TRUE
ACADM,Enzyme8369__ACADM,1,TRUE
ACADM,Enzyme8385__ACADM,1,TRUE
