nodes,score,RNA_input
ACO1,-3.2397276727752136,0.4585881007630193
ACTB,1.1322047141069487,0.2867752380230408
AKR1B1,2.9909659923666196,1.9441345166870114
ARPC2,1.0005156616897262,-1.1473608586585122
ATF2,1.145344566276711,0.23186339249328
CCNA2,1.3130628353974867,-0.667153931560943
CCND1,1.142768769977217,-1.0201200618039512
CCND3,1.142768769977217,0.25749453777391074
CCNE1,2.7094419545268162,-0.9785068145453639
CD2AP,1.0005156616897262,-1.5069809903965123
CDK1,1.7144775456808719,-0.5433808315044726
CDK6,1.142768769977217,-0.7582702345814611
CDKN1A,-1.5672326640421217,0.8155160100899704
CTBP1,-1.145344566276711,-1.2575001846276759
CTCF,1.4248352585201947,-1.5156250730394132
DDB2,2.978603221926487,-0.15591878493563552
DHFR,3.3429167596759126,-1.1365768923337047
E2F1,1.8963941632186814,-1.5136034789582826
Gene1002__orphanReacLYStn,2.0168694255815707,NA
Gene1002__orphanReacLYStn_reverse,2.1942220622941258,NA
Gene1002000002__SLC7A6,7.7196668336514005,NA
Gene1002900002__SLC7A6,7.7196668336514005,NA
Gene1004600002__SLC7A6,7.7196668336514005,NA
Gene1006400002__SLC7A6,7.7196668336514005,NA
Gene1006900002__SLC7A6,2.8181336536692627,NA
Gene1007100002__SLC7A6,2.8181336536692627,NA
Gene1007200003__SLC7A6,3.357170806613167,NA
Gene1007400003__SLC7A6,3.357170806613167,NA
Gene1008400002__SLC7A6,3.357170806613167,NA
Gene1008800002__SLC7A6,3.357170806613167,NA
Gene1009100002__SLC7A6,3.357170806613167,NA
Gene1009300003__SLC7A6,3.357170806613167,NA
Gene1010600003__SLC7A6,3.357170806613167,NA
Gene1010900002__SLC7A6,3.357170806613167,NA
Gene1015900001__SLC16A1,-1.2652892408184233,NA
Gene1016000001__SLC16A1,-1.2652892408184233,NA
Gene1016100001__SLC16A1,-1.2652892408184233,NA
Gene1016200001__SLC16A1,-1.2652892408184233,NA
Gene1092__DTYMK,-1.52165052143,NA
Gene12300001__SLC25A10,-1.2652892408184233,NA
Gene12300001__SLC25A11,-1.2652892408184233,NA
Gene1260__UPP1,-2.411437313272384,NA
Gene1260__UPP1_reverse,-1.3281902865179895,NA
Gene12700002__orphanReacSLC_complex_3,7.7196668336514005,NA
Gene129__ALAS1,1.5272631321116044,NA
Gene134200001__orphanReacSLC_complex_3,7.7196668336514005,NA
Gene134300003__orphanReacSLC_complex_7,3.357170806613167,NA
Gene140__AKR1B1,1.0336440404552711,NA
Gene1416__orphanReacTHFtm,3.12934599865976,NA
Gene1416__orphanReacTHFtm_reverse,1.792919698832888,NA
Gene142500001__orphanReacSLC_complex_3,7.7196668336514005,NA
Gene146200002__SLC35A2,-2.7345734448872876,NA
Gene146400002__orphanReacUDPGLCAtg,-3.6203687774846345,NA
Gene1465__orphanReacUDPGLCter_TRANSPORTER2,-2.7345734448872876,NA
Gene1465__orphanReacUDPGLCter_TRANSPORTER3_reverse,-4.691847354081857,NA
Gene147000001__orphanReacUDPXYLter,-2.7345734448872876,NA
Gene147100001__SLC35B4,-2.7345734448872876,NA
Gene1484__CMPK1,-1.8977387256887142,NA
Gene1484__CMPK1_reverse,-2.1183170634549944,NA
Gene1489__orphanReacUMPtr,-4.691847354081857,NA
