nodes,score,RNA_input
CAD,1.5504697002606842,1.6462841187797226
ENO1,1.5515102117953765,1.1164036763957037
GAPDH,1.3463674402629202,1.5533141772329198
Gene1097__NME1_NME2_reverse,1.5675719137732547,NA
Gene1097__NME2_NME1_reverse,1.5675719137732547,NA
Gene1697__orphanReacSPMDtex2,1.271650489670246,NA
Gene1697__orphanReacSPMDtex2_reverse,1.795026917660751,NA
Gene2346__PKM,1.3303386696360315,NA
Gene2346__PKM_reverse,1.3788184444674885,NA
Gene2782__orphanReac5MTAte,1.7956240439035422,NA
Gene2782__orphanReac5MTAte_reverse,1.3617947503361263,NA
Gene2852__orphanReac3PGtr,1.9059445864887352,NA
Gene2852__orphanReac3PGtr_reverse,1.2996215952281893,NA
Gene3800__ACYP1,1.9059445864887352,NA
Gene3833__PKM,1.0698565946861425,NA
Gene440__BPGM,1.9059445864887352,NA
Gene440__PGAM1,1.9059445864887352,NA
Gene5890__BPGM,1.5704413145428129,NA
Gene5890__BPGM_reverse,1.5502777887549726,NA
Gene5890__PGAM1,1.5704413145428129,NA
Gene5890__PGAM1_reverse,1.5502777887549726,NA
Gene619000001__SLC25A1,1.128069825774271,NA
Gene619100001__SLC25A1,1.128069825774271,NA
Gene7220__CAD,1.1354814013895622,NA
Gene7225__ENO1,1.3788184444674885,NA
Gene7284__MIA3,1.5502777887549726,NA
Gene7284__MIA3_reverse,1.9059445864887352,NA
Gene7284__PGK1,1.5502777887549726,NA
Gene7284__PGK1_reverse,1.9059445864887352,NA
Gene7326__SRM,2.7401742220786636,NA
Gene7546__GAPDH,1.5502777887549726,NA
Gene7546__GAPDH_reverse,1.0747312671050515,NA
Gene9290__NME1_NME2_reverse,1.3501656414314238,NA
Gene9290__NME2_NME1_reverse,1.3501656414314238,NA
Gene9549__SMS,1.7956240439035422,NA
Gene9549__SRM,1.7956240439035422,NA
Metab__HMDB0000243_c,1.2072906234425984,NA
Metab__HMDB0000263_c,1.1260571192501785,NA
Metab__HMDB0000263_m,1.1260571192501785,NA
Metab__HMDB0001112_c,1.5111227932451325,NA
Metab__HMDB0001173_c,1.7536316369539333,NA
Metab__HMDB0001173_e,2.1470964850594094,NA
Metab__HMDB0001257_c,1.8199078745283872,NA
Metab__HMDB0001257_e,1.940008924515731,NA
Metab__HMDB0001270_c,2.792439006665886,NA
Metab__HMDB0001274_n,1.6716986654777801,NA
Metab__HMDB0001294_c,1.4146249383523801,NA
Metab__HMDB0001342_c,1.6249715585630256,NA
Metab__HMDB0060180_c,1.6050444905789911,NA
Metab__HMDB0060180_e,1.8924643129270782,NA
MYC,1.6654211444460518,1.7313757740406936
NME1,1.4040024276779999,1.5515138519375107
NME2,1.3569210310688162,0.9051363339771058
ODC1,1.1830971065043132,1.6907788884847272
SRM,3.2628825590620827,1.6333324410378667
TFAP4,1.1821289568104876,2.2157741687355217
