source,target,sign,consistency
BSG,Gene757700002__BSG,1,TRUE
CERS2,Gene10511__CERS2,1,TRUE
Gene10511__CERS2,Metab__dhcrm_hs_c,1,TRUE
Gene10513__UGCG,Metab__gluside_hs_c,1,TRUE
Gene1722__orphanReacr1051,Metab__HMDB0000067_r,1,TRUE
Gene1722__orphanReacr1051_reverse,Metab__HMDB0000067_l,1,TRUE
Gene2759__orphanReacLACLt,Metab__HMDB0000190_c,1,TRUE
Gene2970__orphanReacC05953t_TRANSPORTER2,Metab__HMDB0000190_c,1,TRUE
Gene2970__orphanReacC05953t_TRANSPORTER3_reverse,Metab__HMDB0000190_e,1,TRUE
Gene2972__orphanReacC06439t_TRANSPORTER2,Metab__HMDB0000190_c,1,TRUE
Gene2972__orphanReacC06439t_TRANSPORTER3_reverse,Metab__HMDB0000190_e,1,TRUE
Gene359__DEGS1,Metab__HMDB0001197_c,1,TRUE
Gene359__DEGS1,Metab__crm_hs_c,1,TRUE
Gene4262__orphanReacCERT1tn,Metab__crm_hs_n,1,TRUE
Gene4262__orphanReacCERT1tn_reverse,Metab__crm_hs_c,1,TRUE
Gene5713__STARD3_reverse,Metab__HMDB0000067_l,1,TRUE
Gene5820__DHCR24,Metab__HMDB0000067_r,1,TRUE
Gene5823__DEGS1,Metab__crm_hs_c,1,TRUE
Gene648__orphanReacFADH2tru,Metab__HMDB0001197_r,1,TRUE
Gene665500001__orphanReac15KPROSTGF2t,Metab__HMDB0000190_c,1,TRUE
Gene685800001__orphanReacC05957t,Metab__HMDB0000190_c,1,TRUE
Gene687800001__orphanReacCE0955te,Metab__HMDB0000190_c,1,TRUE
Gene690800001__orphanReacCE5304t,Metab__HMDB0000190_c,1,TRUE
Gene7338__LDHA_reverse,Metab__HMDB0000190_c,1,TRUE
Gene757700002__BSG,Metab__HMDB0000190_c,1,TRUE
Gene7701__LDHA,Metab__HMDB0002329_c,1,TRUE
Gene793__GBA,Metab__HMDB0000122_c,1,TRUE
Gene793__GBA,Metab__crm_hs_c,1,TRUE
Gene7976__orphanReacCRMte,Metab__crm_hs_c,1,TRUE
Gene7976__orphanReacCRMte_reverse,Metab__crm_hs_e,1,TRUE
Gene9172__LDHA_reverse,Metab__HMDB0000190_m,1,TRUE
Gene9694__LDHA_reverse,Metab__HMDB0000190_x,1,TRUE
LDHA,Gene7338__LDHA_reverse,1,TRUE
LDHA,Gene7701__LDHA,1,TRUE
LDHA,Gene9172__LDHA_reverse,1,TRUE
LDHA,Gene9694__LDHA_reverse,1,TRUE
Metab__HMDB0000067_l,Gene1722__orphanReacr1051,1,TRUE
Metab__HMDB0000067_l,Gene9854__orphanReacr1052,1,TRUE
Metab__HMDB0000067_r,Gene1722__orphanReacr1051_reverse,1,TRUE
Metab__HMDB0000067_r,Gene2747__orphanReacCHSTEROLtrc,1,TRUE
Metab__HMDB0000190_c,Gene2970__orphanReacC05953t_TRANSPORTER3_reverse,1,TRUE
Metab__HMDB0000190_c,Gene2972__orphanReacC06439t_TRANSPORTER3_reverse,1,TRUE
Metab__HMDB0000190_e,Gene2970__orphanReacC05953t_TRANSPORTER2,1,TRUE
Metab__HMDB0000190_e,Gene2972__orphanReacC06439t_TRANSPORTER2,1,TRUE
Metab__HMDB0000190_e,Gene665500001__orphanReac15KPROSTGF2t,1,TRUE
Metab__HMDB0000190_e,Gene685800001__orphanReacC05957t,1,TRUE
Metab__HMDB0000190_e,Gene687800001__orphanReacCE0955te,1,TRUE
Metab__HMDB0000190_e,Gene690800001__orphanReacCE5304t,1,TRUE
Metab__HMDB0000190_e,Gene757700002__BSG,1,TRUE
Metab__HMDB0000190_x,Gene2759__orphanReacLACLt,1,TRUE
Metab__HMDB0001197_c,Gene648__orphanReacFADH2tru,1,TRUE
Metab__HMDB0001197_r,Gene5820__DHCR24,1,TRUE
Metab__HMDB0002329_c,CAT,-1,TRUE
Metab__crm_hs_c,Gene10513__UGCG,1,TRUE
Metab__crm_hs_c,Gene4262__orphanReacCERT1tn,1,TRUE
Metab__crm_hs_c,Gene7976__orphanReacCRMte_reverse,1,TRUE
Metab__crm_hs_e,Gene7976__orphanReacCRMte,1,TRUE
Metab__crm_hs_n,Gene4262__orphanReacCERT1tn_reverse,1,TRUE
Metab__dhcrm_hs_c,Gene359__DEGS1,1,TRUE
Metab__dhcrm_hs_c,Gene5823__DEGS1,1,TRUE
Metab__gluside_hs_c,Gene793__GBA,1,TRUE
SP1,BSG,1,TRUE
SP1,CERS2,1,TRUE
SP1,LDHA,1,TRUE
SP1,SP3,1,TRUE
SP1,STARD3,1,TRUE
SP3,SP1,1,TRUE
STARD3,Gene5713__STARD3_reverse,1,TRUE
