nodes,score,RNA_input
BSG,2.081374120315335,0.022135182281144836
CAT,-1.5016693085868231,-0.04932015459705125
CERS2,3.077357902703171,0.3109980132086708
Gene10511__CERS2,4.047253182858907,NA
Gene10513__UGCG,2.4751429326105963,NA
Gene1722__orphanReacr1051,1.3558520870777766,NA
Gene1722__orphanReacr1051_reverse,1.5723578864444587,NA
Gene2747__orphanReacCHSTEROLtrc,1.2936687807835288,NA
Gene2759__orphanReacLACLt,1.7092014364973878,NA
Gene2970__orphanReacC05953t_TRANSPORTER2,1.7092014364973878,NA
Gene2970__orphanReacC05953t_TRANSPORTER3_reverse,4.458461433551103,NA
Gene2972__orphanReacC06439t_TRANSPORTER2,1.7092014364973878,NA
Gene2972__orphanReacC06439t_TRANSPORTER3_reverse,4.458461433551103,NA
Gene359__DEGS1,3.2092240230664437,NA
Gene4262__orphanReacCERT1tn,2.0692757630040486,NA
Gene4262__orphanReacCERT1tn_reverse,3.236995572212588,NA
Gene5713__STARD3_reverse,1.5723578864444587,NA
Gene5820__DHCR24,1.3558520870777766,NA
Gene5823__DEGS1,3.236995572212588,NA
Gene648__orphanReacFADH2tru,1.5936538717912776,NA
Gene665500001__orphanReac15KPROSTGF2t,1.7092014364973878,NA
Gene685800001__orphanReacC05957t,1.7092014364973878,NA
Gene687800001__orphanReacCE0955te,1.7092014364973878,NA
Gene690800001__orphanReacCE5304t,1.7092014364973878,NA
Gene7338__LDHA_reverse,1.7092014364973878,NA
Gene757700002__BSG,1.7092014364973878,NA
Gene7701__LDHA,1.3812342069361072,NA
Gene793__GBA,2.133430246260766,NA
Gene7976__orphanReacCRMte,3.236995572212588,NA
Gene7976__orphanReacCRMte_reverse,1.9677012091266006,NA
Gene9172__LDHA_reverse,2.13210484809025,NA
Gene9694__LDHA_reverse,1.2828845708288659,NA
Gene9854__orphanReacr1052,1.2936687807835288,NA
LDHA,3.116777570878226,-0.960724313368433
Metab__crm_hs_c,2.6609454422932823,NA
Metab__crm_hs_e,2.2795341879193076,NA
Metab__crm_hs_n,2.3515334153665854,NA
Metab__dhcrm_hs_c,3.373239174847458,NA
Metab__gluside_hs_c,1.8733364005417188,NA
Metab__HMDB0000067_l,2.0817372025156775,NA
Metab__HMDB0000067_r,1.9962538983554838,NA
Metab__HMDB0000122_c,2.5266921424011075,NA
Metab__HMDB0000190_c,1.625923790215108,NA
Metab__HMDB0000190_e,5.847344364627849,NA
Metab__HMDB0000190_m,1.625923790215108,NA
Metab__HMDB0000190_x,1.9593550051493756,NA
Metab__HMDB0001197_c,1.2782251794716957,NA
Metab__HMDB0001197_r,1.2957058013327885,NA
Metab__HMDB0002329_c,1.4974913912402588,NA
SP1,1.539016153075102,0.2617991527335412
SP3,1.1990582379320467,0.3369219714143867
STARD3,1.1099490684331799,0.02081130192035407
