nodes,score,RNA_input
ALDH9A1,1.6909873197202967,0.5173086419063296
BRD4,1.7410264546289025,0.9136356465560819
DDX5,1.6633916899935604,0.7605092482318359
E2F4,1.7410264546289025,0.5347504537444978
EP300,1.595956710946499,0.8136761989947127
FASN,-1.564107129758394,0.7735237560911136
FOXM1,-1.7410264546289025,1.238208471809875
Gene1010__SLC2A1,-2.762090330228011,NA
Gene1010__SLC2A1_reverse,-3.257051018628869,NA
Gene1338__AKR1A1,-1.1683928266234611,NA
Gene1338__AKR7A2,-1.1683928266234611,NA
Gene1697__orphanReacSPMDtex2,-3.2597337239902604,NA
Gene1697__orphanReacSPMDtex2_reverse,-2.044829623318475,NA
Gene1776__orphanReacr1468,-2.447007310268451,NA
Gene1776__orphanReacr1468_reverse,-2.647717668591359,NA
Gene356800002__orphanReacr2514m,-2.807020942730176,NA
Gene3846__ALDH9A1,1.2528375167091745,NA
Gene4506__SCD,-2.647717668591359,NA
Gene5801__SCD,-2.647717668591359,NA
Gene6245__FASN,-1.3841756514556538,NA
Gene6285__FASN,-1.608463431194271,NA
Gene629__ACSL3,-2.630556028836631,NA
Gene6325__FASN,-2.630556028836631,NA
Gene6791__orphanReacGLYC_Rt,1.227947027709425,NA
Gene6791__orphanReacGLYC_Rt_reverse,1.2528375167091745,NA
Gene685__FASN,-4.715066619558614,NA
Gene7326__SRM,-1.8232167704355742,NA
Gene7698__ACOT7,-1.9128400914424262,NA
Gene7717__ACOT7,-2.228765724559031,NA
Gene786__SLC2A1,-1.0654631628900035,NA
Gene825__orphanReacGLCter,-1.0467069158113858,NA
Gene9047__SLC2A1,-2.027480726107365,NA
Gene9047__SLC2A1_reverse,-1.8561825599884367,NA
Gene9049__SLC2A1,-1.5646394070510767,NA
Gene9049__SLC2A1_reverse,-2.027480726107365,NA
Gene9425__orphanReacPMTCOAtx,-5.5914218849270245,NA
Gene9425__orphanReacPMTCOAtx_reverse,-4.715066619558614,NA
Gene9726__ALDH9A1,1.3865912124685793,NA
Gene9746__SCD,-2.647717668591359,NA
Gene9834__orphanReacr0973,-4.715066619558614,NA
Gene9834__orphanReacr0973_reverse,-5.801798909546764,NA
HDAC1,1.3994032391961222,1.4500462279773065
Metab__HMDB0000122_c,-2.3523652110676307,NA
Metab__HMDB0000122_e,-2.0075397006693936,NA
Metab__HMDB0000122_g,-1.1643692334773221,NA
Metab__HMDB0000139_c,1.0817186993344712,NA
Metab__HMDB0000139_e,1.3829760810330167,NA
Metab__HMDB0000139_m,1.0817186993344712,NA
Metab__HMDB0000169_c,-1.3222202615514207,NA
Metab__HMDB0000169_e,-3.56438896597713,NA
Metab__HMDB0000806_c,-1.1602111685971455,NA
Metab__HMDB0001257_c,-1.3239910926373872,NA
Metab__HMDB0001257_e,-3.8116812551278776,NA
Metab__HMDB0001338_c,-3.5826043988255907,NA
Metab__HMDB0001338_m,-4.969586364768294,NA
Metab__HMDB0001338_x,-6.934272021964202,NA
Metab__HMDB0001521_c,-2.2459127328541952,NA
Metab__HMDB0003229_c,-1.766818801574512,NA
Metab__HMDB0003229_m,-1.766818801574512,NA
Metab__HMDB0003571_c,-1.564107129758394,NA
Metab__HMDB0006404_c,-1.7201322911757935,NA
Metab__HMDB0006532_c,-3.02663627925469,NA
Metab__HMDB0006532_m,-2.1397753026507313,NA
MYC,-2.4780742001621077,-1.5554440644780272
SLC2A1,-3.56438896597713,2.4941622756817603
SRM,-2.5702115304872706,0.35038137076389253
