source,target,sign,consistency
ACAT1,IDH2,-1,TRUE
ACTR2,ACVR1B,1,TRUE
ACVR1B,SMAD3,1,TRUE
AKT1,CDK2,1,TRUE
AKT1,CFLAR,-1,TRUE
AKT1,COPS6,1,TRUE
AKT1,FLNA,1,TRUE
AKT1,MVD,1,TRUE
AKT1,NCOR1,-1,TRUE
AKT1,PEA15,1,TRUE
AKT1,SKP2,1,TRUE
AKT1,SMARCC1,1,TRUE
AKT1,THRA,1,TRUE
BCAR1,DOCK1,1,TRUE
BCAR1,SMAD3,-1,TRUE
BIRC2,CASP3,-1,TRUE
BIRC2,CASP8,-1,TRUE
BIRC2,FADD,-1,TRUE
CAD,Gene7220__CAD,1,TRUE
CASP3,CAD,1,TRUE
CASP3,EIF3J,-1,TRUE
CASP3,EIF4G1,-1,TRUE
CASP3,EIF4G2,-1,TRUE
CASP3,PKN1,1,TRUE
CASP3,STK4,1,TRUE
CASP8,CASP3,1,TRUE
CASP8,HDAC7,1,TRUE
CCNA2,E2F1,1,TRUE
CCNA2,SKP2,1,TRUE
CDK2,CCNA2,1,TRUE
CDK2,CEBPB,1,TRUE
CDK2,PPP1CA,-1,TRUE
CDK2,RBBP8,1,TRUE
CDK2,SIRT2,-1,TRUE
CDK2,SKP2,1,TRUE
CDK2,SMAD3,-1,TRUE
CEBPB,GOT1,1,TRUE
CFLAR,CASP8,-1,TRUE
CFLAR,FADD,-1,TRUE
CFLAR,TRADD,-1,TRUE
COPS6,CASP3,1,TRUE
CTTN,NCK2,1,TRUE
CTTN,WASL,1,TRUE
DDB1,E2F1,1,TRUE
DHFR,Gene1604__DHFR,1,TRUE
DHFR,Gene9703__DHFR,1,TRUE
DUSP1,MAPK1,1,TRUE
DUSP1,MAPK3,1,TRUE
E2F1,CASP3,1,TRUE
E2F1,CCNA2,1,TRUE
E2F1,DHFR,1,TRUE
E2F1,DUSP1,1,TRUE
E2F1,FGFR1,1,TRUE
E2F1,MAPK1,1,TRUE
E2F1,SKP2,1,TRUE
E2F1,TYMS,1,TRUE
E2F1,XPC,1,TRUE
EIF3J,EIF4G2,1,TRUE
EIF4E,SMAD3,1,TRUE
EIF4G1,EIF4E,1,TRUE
EIF4G2,BIRC2,1,TRUE
EIF4G2,XIAP,1,TRUE
FADD,CASP8,1,TRUE
FGFR1,ACAT1,1,TRUE
FGFR1,BCAR1,1,TRUE
FGFR1,CTTN,-1,TRUE
FGFR1,LDHA,1,TRUE
FLNA,MAP2K4,1,TRUE
FLNA,MAP2K7,1,TRUE
GOT1,Gene3636__GOT1,1,TRUE
GOT1,Gene5472__GOT1,1,TRUE
GOT1,Gene5761__GOT1,1,TRUE
GOT1,Gene7347__GOT1,1,TRUE
GOT1,Gene7350__GOT1,1,TRUE
GOT1,Gene965__GOT1,1,TRUE
GTF2A2,TBP,1,TRUE
Gene1000000002__SLC7A6,Metab__HMDB0000574_e,1,TRUE
Gene1001400002__SLC7A6,Metab__HMDB0000574_e,1,TRUE
Gene1002000002__SLC7A6,Metab__HMDB0000123_e,1,TRUE
Gene1002600002__SLC7A6,Metab__HMDB0000574_c,1,TRUE
Gene1002700002__SLC7A6,Metab__HMDB0000574_c,1,TRUE
Gene1002800002__SLC7A6,Metab__HMDB0000574_c,1,TRUE
Gene1002900002__SLC7A6,Metab__HMDB0000123_e,1,TRUE
