nodes,score,RNA_input
ALDH9A1,-2.942842752218427,-0.25881292225368685
ANAPC11,-2.014006952227811,-0.7328100826683368
ANAPC13,-2.014006952227811,-0.04216702241561513
ANAPC2,-1.5079425921873248,-0.4552180783643949
ANAPC5,-2.014006952227811,-0.09826025341413747
ANAPC7,-2.014006952227811,-1.0593011989199494
BAD,-1.1501662401827588,-1.2585762204215543
BAK1,-1.1104795313041869,0.10799382504753681
BAX,-1.1104795313041869,0.7582767434873193
BCL2L1,1.2030325822095878,1.1576933781982008
BECN1,-1.6727428485774285,-1.3860703945750226
BUB1B,-1.033268636738638,0.7121234379037304
CAD,1.0132464185600798,0.6561306465715984
CCNB1,1.8406812784359685,-0.06063323500068268
CDC16,-2.014006952227811,-0.6333763655051475
CDC20,1.1081002336516226,0.19140698101612616
CDC23,-2.014006952227811,-0.17422539203736098
CDC26,-2.014006952227811,0.03526208389139821
CDK1,-1.3319866647043792,0.3868338140354548
DUT,-2.7484820845763536,-0.3279869135214858
ENO1,1.0489749674458904,-0.3252423103063764
FZR1,-2.5839676596030374,-0.28394885510400064
Gene1683__orphanReacr0899,-1.5498421680358867,NA
Gene1683__orphanReacr0899_reverse,-1.7819886420803155,NA
Gene1684__orphanReacr0907,1.4799648721884633,NA
Gene1684__orphanReacr0907_reverse,1.2398536073632884,NA
Gene3738__orphanReacURIDK2r,-1.3961119707450178,NA
Gene448__DUT,-1.9761917615846853,NA
Gene4752__ALDH9A1,-1.7819886420803155,NA
Gene5660__orphanReacBALAtmr,-1.8893178732623572,NA
Gene5660__orphanReacBALAtmr_reverse,-1.7819886420803155,NA
Gene5661__ALDH9A1,-1.7819886420803155,NA
Gene5897__orphanReacDUMPtn,-1.7817369405461339,NA
Gene5900__DUT,-1.7817369405461339,NA
Gene643500002__SLC6A6,-1.7819886420803155,NA
Gene6535__orphanReacPTRCtex2,1.2534996375430187,NA
Gene6535__orphanReacPTRCtex2_reverse,1.4799648721884633,NA
Gene7225__ENO1,1.0454463530442086,NA
Gene7282__NT5C,-1.2655056051422044,NA
Gene7282__NT5C3A,-1.2655056051422044,NA
Gene7346__ODC1,1.4799648721884633,NA
Gene8418__ODC1,1.2534996375430187,NA
Gene9634__DTYMK,-1.7638596129665747,NA
Gene9634__DTYMK_reverse,-1.9761917615846853,NA
Gene9812__orphanReacr0818,-1.6536962835180904,NA
HMGB1,-1.3206898022436426,1.2854360494843586
IRAK1,-1.4028105654012777,-1.4655668182083454
JUNB,-1.1501662401827588,-2.0414215044704775
KHDRBS1,1.2404093595810988,-0.1548491234719496
KMT5A,-1.519353419462116,-0.5094108748647654
LIG1,1.1017020098155161,0.4545152811462889
MCL1,1.783254605274169,0.3056005629027742
Metab__HMDB0000056_c,-1.1172034889270075,NA
Metab__HMDB0000056_e,-3.171619111770318,NA
Metab__HMDB0000056_m,-1.1172034889270075,NA
Metab__HMDB0001000_c,-1.5278337583078276,NA
Metab__HMDB0001000_m,-2.1115968726644874,NA
Metab__HMDB0001409_c,-1.88315794737793,NA
Metab__HMDB0001409_m,-1.2088418616419867,NA
Metab__HMDB0001414_c,1.0626907312732463,NA
Metab__HMDB0001414_e,1.4662402952708515,NA
Metab__HMDB0001414_m,1.0626907312732463,NA
MYC,1.0777820508515734,-0.07448827613397176
NUP50,1.1719529509228201,0.5024044106856469
ODC1,1.5625467246349622,0.5811987593005004
PML,1.3625182089215901,-1.6808350792490083
RCC1,1.1719529509228201,0.2388614803607388
SHMT1,1.0107714263521206,-0.02547504162173953
SQSTM1,-1.4198247054111401,-1.2005279084889648
USP10,-1.4704961451315697,0.29080946254430606
WEE1,1.1838577878106789,0.23942563390041616
XPO1,1.0600228702380778,0.5595221886799865
