nodes,score,RNA_input
AKR1B1,2.439896217660519,1.578090464534523
BCAR1,1.504680071229388,1.1901802821662177
BID,1.6386198571049702,0.5197006076648356
BNIP3L,1.6386198571049702,-0.8404629993072336
BRAF,2.27092956405675,-0.8682833029899485
CAD,1.5719252028402804,0.27049192581685483
CCNA2,1.309199449131493,0.6008218644209847
CCNB1,-1.7813449180709824,-0.5348831523674259
CCNE1,2.9044258569047323,-1.1640765913257145
CDK1,1.4589141785434139,-0.40470204260517156
CDK2,1.5892745715471976,-1.224748783791142
CEBPB,1.4497281135547548,-1.0499385772888816
CTSL,1.5184947507988404,0.11255482336614674
DBF4,1.502588034862434,-0.386224644418165
DDB1,1.434233612672439,-0.2371093413442355
DDB2,2.222590760550134,-1.3330844943979747
DHFR,1.5757305846913743,-1.030617629300458
DLG1,1.6367574323362513,0.3687896631111809
DUSP1,1.4102675413889247,-0.3301736767079533
DYNLL1,-1.6393561933062732,-0.05309917269282109
E2F1,2.339345999342313,-0.029805659005690707
ECT2,1.9104135377786682,0.20164054443814888
ERCC2,-1.5520121430467888,-0.06122730476552976
ERCC3,-1.5238442251041222,-0.942877618368014
ETV3,-1.4620115286328386,-0.5765217577204788
EZH2,-1.6725927028224978,-0.16697671271419678
FBXO5,-1.4350612597996772,0.062472245723952484
FGFR1,2.6877176040468886,0.7009276096509078
FZR1,2.334796208190807,0.39360614642334835
Gene1016100002__SLC16A1,6.046864556782231,NA
Gene1016500002__SLC16A1,6.046864556782231,NA
Gene1016700002__SLC16A1,6.046864556782231,NA
Gene1017200002__SLC16A1,2.3129495415921038,NA
Gene1017300002__SLC16A1,2.3129495415921038,NA
Gene1102__orphanReacNH4tn,-1.6923284153740825,NA
Gene1103__orphanReacNH4tp,-1.649889434742089,NA
Gene1107__SLC12A2_reverse,-3.355908481847447,NA
Gene1338__AKR1B1,3.230913571407477,NA
Gene140__AKR1B1,4.783786395962186,NA
Gene141__AKR1A1,3.318160105309229,NA
Gene141__AKR1B1,3.318160105309229,NA
Gene141__AKR7A2,3.318160105309229,NA
Gene1546__GGT7,1.454067584152024,NA
Gene1546__GGT7_reverse,1.303497654987941,NA
Gene156__AKR1B1,1.982692552952667,NA
Gene1563__GMPR2,-2.633104771492177,NA
Gene1563__GMPR2_reverse,-1.7082291971094465,NA
Gene1565__GMPS,-1.7082291971094465,NA
Gene1574__HK2,-1.451199673917013,NA
Gene1587__IDH1_reverse,-1.665127513082922,NA
Gene1587__IDH2_reverse,-1.665127513082922,NA
Gene1604__DHFR,1.3977889868553732,NA
Gene168700002__SLC25A1,-1.6362709270571947,NA
Gene168800001__SLC25A1,-1.5743982217517751,NA
Gene172900002__orphanReacr1148,-1.6362709270571947,NA
Gene17500002__SLC25A12,1.397252504926025,NA
Gene17500002__SLC25A13,1.397252504926025,NA
Gene205500002__SLC16A1,2.3129495415921038,NA
Gene220500001__SLC25A1,-1.5642566280313894,NA
Gene220600001__SLC25A1,-1.6362709270571947,NA
Gene220700002__SLC25A1,-3.8450609217898615,NA
Gene220800002__SLC25A1,-1.5743982217517751,NA
Gene221400002__SLC25A1,-1.5743982217517751,NA
Gene221500003__SLC25A1,-1.665127513082922,NA
Gene221700003__SLC25A1,-1.665127513082922,NA
Gene221900002__SLC25A1,-1.665127513082922,NA
Gene222200002__SLC16A1,2.3129495415921038,NA
Gene2759__orphanReacLACLt,2.3129495415921038,NA
Gene2970__orphanReacC05953t_TRANSPORTER2,2.3129495415921038,NA
Gene2970__orphanReacC05953t_TRANSPORTER3_reverse,6.046864556782231,NA
Gene2972__orphanReacC06439t_TRANSPORTER2,2.3129495415921038,NA
Gene2972__orphanReacC06439t_TRANSPORTER3_reverse,6.046864556782231,NA
Gene3636__GOT1,1.454067584152024,NA
Gene3666__DHFR_reverse,1.3027306090169817,NA
Gene3751__AK1_reverse,-1.3695940470485086,NA
Gene3751__AK2_reverse,-1.3695940470485086,NA
Gene3751__AK4_reverse,-1.3695940470485086,NA
Gene3753__IDH1_reverse,-1.6362709270571947,NA
Gene3753__IDH2_reverse,-1.6362709270571947,NA
Gene3787__orphanReacNH4t_reverse,-3.355908481847447,NA
Gene3825__ACO1,-1.6362709270571947,NA
Gene3825__ACO1_reverse,-1.5642566280313894,NA
Gene3825__IREB2,-1.6362709270571947,NA
Gene3825__IREB2_reverse,-1.5642566280313894,NA
Gene3830__PFAS,1.454067584152024,NA
Gene3858__ATIC,-2.365950360502931,NA
Gene39400001__SLC25A19,-3.244801110713497,NA
Gene39500001__SLC25A19,-3.244801110713497,NA
Gene39600002__SLC25A19,-3.244801110713497,NA
Gene39900001__SLC25A19,-1.451199673917013,NA
Gene41100001__SLC25A19,-1.451199673917013,NA
Gene41500001__SLC25A19,-1.451199673917013,NA
Gene42100001__SLC25A19,-1.451199673917013,NA
Gene4213__orphanReacNH4tr,-1.6385027085124222,NA
Gene5472__GOT1,1.454067584152024,NA
Gene5594__ADH5,3.859820476119219,NA
Gene5761__GOT1,1.454067584152024,NA
Gene5812__orphanReacDGK2m_reverse,-1.9741897807174513,NA
Gene585900002__SLC25A19,-3.244801110713497,NA
Gene586200001__SLC25A19,-1.451199673917013,NA
Gene587500001__SLC25A19,-1.451199673917013,NA
Gene616500001__SLC25A1,-1.5642566280313894,NA
Gene616600001__SLC25A1,-1.6362709270571947,NA
Gene616700002__SLC25A1,-1.5642566280313894,NA
Gene616800001__SLC25A1,-1.6362709270571947,NA
Gene617500002__SLC25A1,-3.8450609217898615,NA
Gene617600002__SLC25A1,-3.8450609217898615,NA
Gene618000003__SLC25A1,-1.5743982217517751,NA
Gene618100002__SLC25A1,-1.665127513082922,NA
Gene619000002__SLC25A1,-1.6362709270571947,NA
Gene619100002__SLC25A1,-3.8450609217898615,NA
Gene657__ADH5,1.5784980978163068,NA
Gene665500001__orphanReac15KPROSTGF2t,2.3129495415921038,NA
Gene6747__orphanReacICITtr_reverse,-1.814033210995383,NA
Gene685800001__orphanReacC05957t,2.3129495415921038,NA
Gene687800001__orphanReacCE0955te,2.3129495415921038,NA
Gene690800001__orphanReacCE5304t,2.3129495415921038,NA
Gene7100__orphanReacASPGLUr,1.5891368566978326,NA
Gene7100__orphanReacASPGLUr_reverse,1.3777193468886575,NA
Gene7220__CAD,1.454067584152024,NA
Gene7338__LDHA_reverse,2.3129495415921038,NA
Gene7347__GOT1,1.454067584152024,NA
Gene7350__GOT1,1.454067584152024,NA
Gene757700002__BSG,2.3129495415921038,NA
Gene757700002__SLC16A1,2.3129495415921038,NA
Gene757700002__SLC16A3,2.3129495415921038,NA
Gene7634__NT5C2,-1.5769367948260946,NA
Gene7634__NT5C3A,-1.5769367948260946,NA
Gene7634__NT5E,-1.5769367948260946,NA
Gene80100002__SLC35C1,-1.7082291971094465,NA
Gene8253__orphanReacICITt_x,-1.6362709270571947,NA
Gene8253__orphanReacICITt_x_reverse,-2.1987491495296347,NA
Gene840800002__SLC25A12,1.397252504926025,NA
Gene840800002__SLC25A13,1.397252504926025,NA
Gene849__orphanReacGMPtg,-1.6783448503485412,NA
Gene849__orphanReacGMPtg_reverse,-1.7082291971094465,NA
Gene8928__DHFR,1.3027306090169817,NA
Gene906400002__SLC25A12,1.397252504926025,NA
Gene906400002__SLC25A13,1.397252504926025,NA
Gene906400002__SLC25A22,1.397252504926025,NA
Gene9119__HK2,-1.7587383642369778,NA
Gene9155__IDH2_reverse,-1.665127513082922,NA
Gene9172__LDHA_reverse,2.25781203260903,NA
Gene918200002__SLC16A1,2.25781203260903,NA
Gene9272__SLC9A1_reverse,-3.355908481847447,NA
Gene9291__NME6,-1.7700950221652936,NA
Gene965__GOT1,1.454067584152024,NA
Gene9694__LDHA,3.286136931793241,NA
Gene9694__LDHA_reverse,2.3666424483847273,NA
Gene9694__LDHB,3.286136931793241,NA
Gene9694__LDHB_reverse,2.3666424483847273,NA
Gene97__ACO1,-1.665127513082922,NA
Gene97__ACO1_reverse,-1.5743982217517751,NA
Gene97__ACO2,-1.665127513082922,NA
Gene97__ACO2_reverse,-1.5743982217517751,NA
Gene9703__DHFR,1.4478959829476703,NA
Gene9711__ACO1,-1.7566192466563038,NA
Gene9711__ACO1_reverse,-1.5743982217517751,NA
Gene9711__ACO2,-1.7566192466563038,NA
Gene9711__ACO2_reverse,-1.5743982217517751,NA
Gene9716__HK2,-1.378899470128218,NA
Gene9717__HK2,-2.4167721232228283,NA
Gene9718__HK2,-1.451199673917013,NA
Gene9731__IDH1_reverse,-2.1987491495296347,NA
Gene9731__IDH2_reverse,-2.1987491495296347,NA
Gene9732__ACO1,-1.7566192466563038,NA
Gene9732__ACO2,-1.7566192466563038,NA
Gene9747__DHFR,1.4866483566416395,NA
Gene9747__DHFR_reverse,1.3027306090169817,NA
Gene982400001__orphanReacr0911,1.454067584152024,NA
Gene982500001__SLC25A1,-1.5743982217517751,NA
Gene982500002__SLC25A1,-1.6362709270571947,NA
Gene986100002__SLC25A1,-1.6362709270571947,NA
GMPS,-1.340807762149994,0.09968738012294678
GOT1,1.9711692743614821,-0.1910277412869269
GPX1,1.439498465591514,0.2752773518285643
HK2,-1.7553542467956125,-0.6141035808345294
IDH1,-1.5099030577849952,-0.6309363240817011
IDH2,-1.3572176251674248,0.16042428042740536
IREB2,-1.6144856640971748,-0.5498959889141781
KPNB1,-1.3301063244534206,0.6793994921943328
LDHA,3.482855813508622,0.193049702825409
LIG1,-1.4088460133248677,-0.5336698630907943
MAP2K2,1.4102675413889247,-0.319173889291096
MAPK1,1.4643508322152128,0.4173948118289817
MCM7,1.6558564369175008,-0.13421171182782468
Metab__aspglu_c,1.797126793002605,NA
Metab__HMDB0000051_c,-2.1621441503911925,NA
Metab__HMDB0000072_m,-2.364233457977076,NA
Metab__HMDB0000094_c,-1.4577242733647389,NA
Metab__HMDB0000094_m,-1.4577242733647389,NA
Metab__HMDB0000121_c,1.7023039524778247,NA
Metab__HMDB0000125_c,1.6662623348696313,NA
Metab__HMDB0000148_c,1.401611046084342,NA
