Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
APP,2,0,1,0,1,1,1,1,2.2538359851577954
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,5,0,0,1,-1,1,-1,-1,-1.1750898811245374
CCNE1,5,0,0,1,-1,1,-1,-1,-2.1280160535264003
CDK2,5,0,0,1,-1,1,-1,-1,-0.653249380673646
CTCF,4,0,1,0,1,1,1,1,6.348663067645258
CTNNB1,5,0,0,1,-1,0,-1,-1,0.3075365187224945
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
FOSL1,4,0,1,0,1,1,1,1,5.904096979570688
FOSL2,4,0,1,0,1,1,1,1,8.528610779063825
HRAS,2,0,1,0,1,1,1,1,3.54584928296538
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
JUN,4,0,1,0,1,1,1,1,6.289921481510688
KITLG,5,0,1,0,1,1,1,1,2.2384960699688605
MAP2K1,5,0,1,0,1,1,1,1,1.9184337860697405
MYC,4,0,0,1,-1,1,-1,-1,-5.155864131816764
NFE2L2,4,0,1,0,1,1,1,1,3.8558189630713806
NLK,5,0,0,1,-1,0,-1,-1,0.7865442302918828
NOTCH2,3,0,1,0,1,1,1,1,2.160784246933112
NR3C1,4,0,1,0,1,1,1,1,4.267822370959261
PCNA,5,0,0,1,-1,1,-1,-1,-0.8265991058433075
PIK3R1,5,0,1,0,1,1,1,1,3.219656852851615
PRKDC,5,0,1,0,1,1,1,1,2.270610161514067
PTK2,5,0,1,0,1,1,1,1,2.3152298875036386
PTPN1,5,0,1,0,1,1,1,1,2.389314464900301
RB1,5,0,1,0,1,1,1,1,3.287641821265722
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD4,4,0,1,0,1,1,1,1,4.519349452893868
STAT1,4,0,1,0,1,1,1,1,10.813445240222029
STAT3,4,0,1,0,1,1,1,1,7.911350863970297
STAT5B,4,0,1,0,1,1,1,1,5.025612229591523
TCF4,4,0,1,0,1,1,1,1,5.22653915652816
TFDP1,4,0,0,1,-1,1,-1,-1,-1.664344874768788
TGFB1,2,0,1,0,1,1,1,1,2.307016516662077
TGFB1,2,0,1,0,1,1,1,1,1.9694740546816296
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TNK2,5,0,1,0,1,1,1,1,1.5516077724162374
