Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,1,0,1,0,1,1,1,1,NA
AKT1,1,0,1,0,1,1,1,1,NA
APP,2,0,1,0,1,1,1,1,2.2538359851577954
ATF1,1,0,1,0,1,1,1,1,3.5332170034127675
AXIN1,1,0,0,1,-1,1,-1,-1,NA
BCAR1,1,0,1,0,1,1,1,1,NA
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,1,0,0,1,-1,1,-1,-1,NA
CCNE1,1,0,0,1,-1,1,-1,-1,NA
CDK2,1,0,0,1,-1,1,-1,-1,NA
CDK5,1,0,1,0,1,1,1,1,NA
CHEK1,1,0,0,1,-1,1,-1,-1,NA
CREBBP,0,0,0,1,-1,0,-1,-1,NA
CTCF,1,0,1,0,1,1,1,1,6.348663067645258
CTNNB1,0,0,0,1,-1,0,-1,-1,NA
CTNND1,0,0,1,0,1,0,1,1,NA
E2F2,1,0,0,1,-1,1,-1,-1,-4.203531127709861
E2F3,1,0,0,1,-1,1,-1,-1,-1.6552974912711647
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EIF2AK2,1,0,1,0,1,1,1,1,NA
EPAS1,1,0,1,0,1,1,1,1,7.288256747725371
EPHB2,3,0,1,0,1,1,1,1,NA
FOS,1,0,1,0,1,1,1,1,13.211649660329833
FOSL1,1,0,1,0,1,1,1,1,5.904096979570688
FOSL2,1,0,1,0,1,1,1,1,8.528610779063825
FYN,1,0,1,0,1,1,1,1,NA
GSK3B,1,0,1,0,1,1,1,1,NA
HBEGF,2,0,1,0,1,1,1,1,1.2608750571924696
HDAC2,1,0,1,0,1,1,1,1,NA
HIF1A,1,0,1,0,1,1,1,1,8.057728853867147
ID2,0,0,0,1,-1,0,-1,-1,NA
IRF3,1,0,0,1,-1,1,-1,-1,-2.188369488610287
ITGA5,3,0,1,0,1,1,1,1,2.365849176821557
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
JUN,1,0,1,0,1,1,1,1,6.289921481510688
MAP2K1,1,0,1,0,1,1,1,1,NA
MAP2K2,1,0,1,0,1,1,1,1,NA
MAP2K4,1,0,1,0,1,1,1,1,NA
MAP3K1,1,0,1,0,1,1,1,1,NA
MAPK1,1,0,1,0,1,1,1,1,NA
MAPK11,1,0,1,0,1,1,1,1,NA
MAPK12,1,0,1,0,1,1,1,1,NA
MAPK13,1,0,1,0,1,1,1,1,NA
MAPK14,1,0,1,0,1,1,1,1,NA
MAPK3,1,0,1,0,1,1,1,1,NA
MAPK8,1,0,1,0,1,1,1,1,NA
MAPK9,1,0,1,0,1,1,1,1,NA
MET,3,0,1,0,1,1,1,1,0.9813927297039747
MTOR,1,0,1,0,1,1,1,1,NA
MYC,1,0,0,1,-1,1,-1,-1,-5.155864131816764
NFATC3,0,0,1,0,1,0,1,1,NA
NFE2L2,1,0,1,0,1,1,1,1,3.8558189630713806
NFKB1,1,0,1,0,1,1,1,1,6.341658130739368
NOTCH1,3,0,0,1,-1,1,-1,-1,-0.705752569760374
NR3C1,1,0,1,0,1,1,1,1,4.267822370959261
PAK1,1,0,1,0,1,1,1,1,NA
PCNA,1,0,0,1,-1,1,-1,-1,NA
PIAS1,1,0,1,0,1,1,1,1,NA
PIK3R1,1,0,1,0,1,1,1,1,NA
PPP2R5D,1,0,1,0,1,1,1,1,NA
PRKACA,1,0,1,0,1,1,1,1,NA
PRKCA,1,0,1,0,1,1,1,1,NA
PRKCD,1,0,1,0,1,1,1,1,NA
PTK2,1,0,1,0,1,1,1,1,NA
PTK2B,1,0,1,0,1,1,1,1,NA
RAF1,1,0,1,0,1,1,1,1,NA
RARA,1,0,1,0,1,1,1,1,4.635357757350726
RB1,1,0,1,0,1,1,1,1,NA
RELA,1,0,1,0,1,1,1,1,4.891191656573592
RHOA,1,0,1,0,1,1,1,1,NA
RPS6KA4,1,0,1,0,1,1,1,1,NA
RUNX1,1,0,1,0,1,1,1,1,5.669603720799593
SKP2,1,0,1,0,1,1,1,1,NA
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD4,1,0,1,0,1,1,1,1,4.519349452893868
SNAI1,0,0.5,0.5,0,0.5,0,0.5,1,NA
SP1,1,0,1,0,1,1,1,1,3.6056710434792256
SP3,1,0,1,0,1,1,1,1,5.508311997144065
SRC,1,0,1,0,1,1,1,1,NA
SRF,1,0,1,0,1,1,1,1,11.457427235080491
STAT1,1,0,1,0,1,1,1,1,10.813445240222029
STAT3,1,0,1,0,1,1,1,1,7.911350863970297
STK11,1,0,1,0,1,1,1,1,NA
SYK,1,0,1,0,1,1,1,1,NA
TFAP2A,1,0,1,0,1,1,1,1,4.4995798265780405
TFDP1,1,0,0,1,-1,1,-1,-1,-1.664344874768788
TGFB1,2,0,1,0,1,1,1,1,2.307016516662077
TGFBR2,3,0,1,0,1,1,1,1,1.5851099816558878
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TP53,1,0,1,0,1,1,1,1,6.567530020504592
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
WEE1,0,0.8,0,0.2,-0.2,0,-0.2,-1,NA
YAP1,1,0,1,0,1,1,1,1,NA
YY1,1,0,0,1,-1,1,-1,-1,-0.9541404011055771
