Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,1,0,1,0,1,1,1,1,2.59365874217639
ADAM10,2,0,1,0,1,1,1,1,1.306032698752415
ADAM17,2,0.5,0.5,0,0.5,0,0.5,1,NA
AKT1,1,0,1,0,1,1,1,1,1.8920008628401677
APP,2,0,1,0,1,1,1,1,2.2538359851577954
ATF1,1,0,1,0,1,1,1,1,3.5332170034127675
ATF7,1,0,1,0,1,1,1,1,3.8406793805302666
BCAR1,1,0,1,0,1,1,1,1,2.1190282628575683
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,1,0,0,1,-1,1,-1,-1,-1.1750898811245374
CCNE1,1,0,0,1,-1,1,-1,-1,-2.1280160535264003
CDK1,0,0,0,1,-1,0,-1,-1,0.41588785927804034
CDK2,1,0,0,1,-1,1,-1,-1,-0.653249380673646
CHEK1,1,0,0,1,-1,1,-1,-1,-0.9718768807332704
CHUK,1,0,0,1,-1,1,-1,-1,-0.832199153175229
CLK2,1,0,1,0,1,1,1,1,2.1045769426365415
CREB5,1,0,1,0,1,1,1,1,2.2464431932597098
CREBBP,0,0,0,1,-1,0,-1,-1,0.9016556009043312
CSNK2B,1,0,1,0,1,1,1,1,1.756436019943014
CTCF,1,0,1,0,1,1,1,1,6.348663067645258
CTNNB1,0,0,0,1,-1,0,-1,-1,0.3075365187224945
CTNND1,0,0,1,0,1,0,1,1,NA
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EIF2AK2,1,0,1,0,1,1,1,1,1.9583232057298436
EIF4E,1,0,1,0,1,1,1,1,1.623282692166483
ELAVL1,1,0,1,0,1,1,1,1,4.343448020530594
EP300,1,0,1,0,1,1,1,1,2.550183931362354
EPAS1,1,0,1,0,1,1,1,1,7.288256747725371
EPHB2,3,0,1,0,1,1,1,1,2.941237734032235
ETS1,1,0,1,0,1,1,1,1,8.358150846373533
ETS2,1,0,1,0,1,1,1,1,2.714000193029335
FOS,1,0,1,0,1,1,1,1,13.211649660329831
FOSL1,1,0,1,0,1,1,1,1,5.904096979570688
FOSL2,1,0,1,0,1,1,1,1,8.528610779063825
GATA2,1,0,1,0,1,1,1,1,7.290569253586667
GSK3B,1,0,1,0,1,1,1,1,2.5358415995137644
HBEGF,2,0,1,0,1,1,1,1,1.2608750571924696
HIF1A,1,0,1,0,1,1,1,1,8.057728853867147
HMGB1,1,0,1,0,1,1,1,1,1.6388439488586262
HMGB1,1,0,1,0,1,1,1,1,-1.148033704797374
HRAS,2,0,1,0,1,1,1,1,3.54584928296538
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ID2,0,0,0,1,-1,0,-1,-1,NA
IKBKB,0,0.8,0,0.2,-0.2,0,-0.2,-1,0.555545810719868
IKBKG,1,0,1,0,1,1,1,1,1.7802026920194187
IL6R,3,0,1,0,1,1,1,1,2.951665773814768
IRF3,1,0,0,1,-1,1,-1,-1,-2.188369488610287
ITGA5,3,0,1,0,1,1,1,1,2.365849176821557
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
ITGB5,3,0,1,0,1,1,1,1,2.7289166273099905
JUN,1,0,1,0,1,1,1,1,6.289921481510688
JUNB,1,0,1,0,1,1,1,1,4.298810811014016
JUND,1,0,1,0,1,1,1,1,5.0919292312111715
KITLG,1,0,1,0,1,1,1,1,2.2384960699688605
LIF,1,0,1,0,1,1,1,1,2.4819465602740234
LIF,1,0,1,0,1,1,1,1,2.374467210132398
MAP2K1,1,0,1,0,1,1,1,1,1.9184337860697405
MAP2K2,1,0,1,0,1,1,1,1,3.0192960625233747
MAP2K4,1,0,1,0,1,1,1,1,2.29227087918301
MAP3K1,1,0,1,0,1,1,1,1,3.173375919966002
MAP3K11,1,0,0,1,-1,1,-1,-1,-0.8134012022652773
MAP3K14,1,0,1,0,1,1,1,1,2.784804649904267
MAP3K7,1,0,1,0,1,1,1,1,1.8573940453996105
MAPK1,1,0,1,0,1,1,1,1,1.6996888493533562
MAPK11,1,0,1,0,1,1,1,1,3.359858040974827
MAPK12,1,0,1,0,1,1,1,1,2.423540989878218
MAPK13,1,0,1,0,1,1,1,1,2.0390302456066873
MAPK14,1,0,1,0,1,1,1,1,3.4568505745897102
MAPK3,1,0,1,0,1,1,1,1,1.661523782835066
MAPK8,1,0,1,0,1,1,1,1,3.593770323043058
MAPK9,1,0,1,0,1,1,1,1,3.728904695459122
MAPKAPK2,1,0,1,0,1,1,1,1,2.2041096317286484
MAPKAPK5,1,0,1,0,1,1,1,1,2.040278938624811
MED1,0,0,1,0,1,0,1,1,NA
MEF2A,1,0,1,0,1,1,1,1,8.028277568645372
MEF2D,1,0,1,0,1,1,1,1,2.3925393648455984
MET,3,0,1,0,1,1,1,1,0.9813927297039748
MITF,1,0,1,0,1,1,1,1,9.657052573466224
MYB,1,0,0,1,-1,1,-1,-1,-0.9380213849063682
MYC,1,0,0,1,-1,1,-1,-1,-5.155864131816764
NCOA1,1,0,1,0,1,1,1,1,3.4305454413036474
NCOA2,1,0,0,1,-1,1,-1,-1,-1.08618717657381
NCOR2,1,0,0,1,-1,1,-1,-1,-0.561866642823035
NFATC3,0,0,1,0,1,0,1,1,NA
NFE2L2,1,0,1,0,1,1,1,1,3.8558189630713806
NFKB1,1,0,1,0,1,1,1,1,6.341658130739368
NOTCH1,3,0,0,1,-1,1,-1,-1,-0.705752569760374
NOTCH2,3,0,1,0,1,1,1,1,2.160784246933112
NR2C2,1,0,0,1,-1,1,-1,-1,-3.7724697325297383
NR2F6,1,0,0,1,-1,1,-1,-1,-0.6867509231599188
NR3C1,1,0,1,0,1,1,1,1,4.267822370959261
NRIP1,1,0,1,0,1,1,1,1,1.6358547293421823
NUAK1,1,0,1,0,1,1,1,1,1.6020177087980316
PAK1,1,0,1,0,1,1,1,1,1.9295238737211904
PAK2,1,0,1,0,1,1,1,1,4.080007874627184
