Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ADAM17,2,0.5,0.5,0,0.5,0,0.5,1,NA
AKT1,1,0,1,0,1,1,1,1,NA
APP,2,0,1,0,1,1,1,1,2.2538359851577954
ATF1,1,0,1,0,1,1,1,1,3.5332170034127675
ATF7,1,0,1,0,1,1,1,1,3.8406793805302666
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,1,0,0,1,-1,1,-1,-1,NA
CCNE1,1,0,0,1,-1,1,-1,-1,NA
CDK1,0,0,0,1,-1,0,-1,-1,NA
CDK4,0,0.8,0,0.2,-0.2,0,-0.2,-1,NA
CEBPA,1,0,1,0,1,1,1,1,7.877272643902079
CHEK1,1,0,0,1,-1,1,-1,-1,NA
CREB5,1,0,1,0,1,1,1,1,NA
CSNK2A1,0,0,0,1,-1,0,-1,-1,NA
CSNK2B,1,0,1,0,1,1,1,1,NA
CTNNB1,0,0,0,1,-1,0,-1,-1,NA
E2F2,1,0,0,1,-1,1,-1,-1,-4.203531127709861
E2F3,1,0,0,1,-1,1,-1,-1,-1.6552974912711647
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EIF2AK2,1,0,1,0,1,1,1,1,NA
ELAVL1,1,0,1,0,1,1,1,1,NA
EP300,1,0,1,0,1,1,1,1,NA
EPAS1,1,0,1,0,1,1,1,1,7.288256747725371
EPHB2,3,0,1,0,1,1,1,1,NA
ETS1,1,0,1,0,1,1,1,1,8.358150846373533
ETS2,1,0,1,0,1,1,1,1,NA
FOS,1,0,1,0,1,1,1,1,13.211649660329833
FOSL1,1,0,1,0,1,1,1,1,5.904096979570688
FOSL2,1,0,1,0,1,1,1,1,8.528610779063825
GATA2,1,0,1,0,1,1,1,1,7.290569253586667
GSK3B,1,0,1,0,1,1,1,1,NA
HIF1A,1,0,1,0,1,1,1,1,8.057728853867147
HMGB1,1,0,1,0,1,1,1,1,-1.148033704797374
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ITGA5,3,0,1,0,1,1,1,1,2.365849176821557
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
JUN,1,0,1,0,1,1,1,1,6.289921481510688
JUNB,1,0,1,0,1,1,1,1,4.298810811014016
JUND,1,0,1,0,1,1,1,1,5.0919292312111715
KAT5,1,0,0,1,-1,1,-1,-1,NA
KITLG,1,0,1,0,1,1,1,1,NA
LIF,1,0,1,0,1,1,1,1,2.4819465602740234
MAP2K1,1,0,1,0,1,1,1,1,NA
MAP2K2,1,0,1,0,1,1,1,1,NA
MAP3K1,1,0,1,0,1,1,1,1,NA
