Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ADAM17,2,0.5,0.5,0,0.5,0,0.5,1,NA
AKT1,1,0,1,0,1,1,1,1,1.8920008628401677
AKT2,1,0,1,0,1,1,1,1,3.382300958557935
AKT3,1,0,1,0,1,1,1,1,3.5579348045044386
APP,2,0,1,0,1,1,1,1,2.2538359851577954
ATF1,1,0,1,0,1,1,1,1,3.5332170034127675
ATF7,1,0,1,0,1,1,1,1,3.8406793805302666
CCNA2,1,0,0,1,-1,1,-1,-1,-1.1750898811245374
CCNE1,1,0,0,1,-1,1,-1,-1,-2.1280160535264003
CHEK1,1,0,0,1,-1,1,-1,-1,-0.9718768807332704
CLK2,1,0,1,0,1,1,1,1,2.1045769426365415
CREB5,1,0,1,0,1,1,1,1,2.2464431932597098
CSNK2B,1,0,1,0,1,1,1,1,1.756436019943014
CTCF,1,0,1,0,1,1,1,1,6.348663067645258
CTNNB1,0,0,0,1,-1,0,-1,-1,0.3075365187224945
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
ELAVL1,1,0,1,0,1,1,1,1,4.343448020530594
EP300,1,0,1,0,1,1,1,1,2.550183931362354
EPHB2,3,0,1,0,1,1,1,1,2.941237734032235
ETS1,1,0,1,0,1,1,1,1,8.358150846373533
ETS2,1,0,1,0,1,1,1,1,2.714000193029335
FN1,2,0,1,0,1,1,1,1,2.087945966420949
FOS,1,0,1,0,1,1,1,1,13.211649660329831
FOSL1,1,0,1,0,1,1,1,1,5.904096979570688
FOSL2,1,0,1,0,1,1,1,1,8.528610779063825
FYN,1,0,1,0,1,1,1,1,2.1710846434250763
GATA2,1,0,1,0,1,1,1,1,7.290569253586667
GSK3A,1,0,1,0,1,1,1,1,2.244135223519311
GSK3B,1,0,1,0,1,1,1,1,2.5358415995137644
HRAS,2,0,1,0,1,1,1,1,3.54584928296538
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
IKBKG,1,0,1,0,1,1,1,1,1.7802026920194187
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
JAK1,1,0,1,0,1,1,1,1,2.418019439419026
JUN,1,0,1,0,1,1,1,1,6.289921481510688
JUNB,1,0,1,0,1,1,1,1,4.298810811014016
JUND,1,0,1,0,1,1,1,1,5.0919292312111715
MAP2K1,1,0,1,0,1,1,1,1,1.9184337860697405
MAP2K2,1,0,1,0,1,1,1,1,3.0192960625233747
MAP2K4,1,0,1,0,1,1,1,1,2.29227087918301
MAP3K1,1,0,1,0,1,1,1,1,3.173375919966002
MAP3K11,1,0,0,1,-1,1,-1,-1,-0.8134012022652773
MAP3K14,1,0,1,0,1,1,1,1,2.784804649904267
MAP3K7,1,0,1,0,1,1,1,1,1.8573940453996105
MAPK1,1,0,1,0,1,1,1,1,1.6996888493533562
MAPK11,1,0,1,0,1,1,1,1,3.359858040974827
MAPK12,1,0,1,0,1,1,1,1,2.423540989878218
MAPK13,1,0,1,0,1,1,1,1,2.0390302456066873
MAPK14,1,0,1,0,1,1,1,1,3.4568505745897102
MAPK3,1,0,1,0,1,1,1,1,1.661523782835066
MAPK8,1,0,1,0,1,1,1,1,3.593770323043058
MAPK9,1,0,1,0,1,1,1,1,3.728904695459122
MAPKAPK2,1,0,1,0,1,1,1,1,2.2041096317286484
MAPKAPK5,1,0,1,0,1,1,1,1,2.040278938624811
MEF2A,1,0,1,0,1,1,1,1,8.028277568645372
MEF2D,1,0,1,0,1,1,1,1,2.3925393648455984
MITF,1,0,1,0,1,1,1,1,9.657052573466224
MTOR,1,0,1,0,1,1,1,1,2.8235335133683117
MYB,1,0,0,1,-1,1,-1,-1,-0.9380213849063682
MYC,1,0,0,1,-1,1,-1,-1,-5.155864131816764
NFATC3,0,0,1,0,1,0,1,1,NA
NFE2L2,1,0,1,0,1,1,1,1,3.8558189630713806
NFKB1,1,0,1,0,1,1,1,1,6.341658130739368
NR2F6,1,0,0,1,-1,1,-1,-1,-0.6867509231599188
NR3C1,1,0,1,0,1,1,1,1,4.267822370959261
NRIP1,1,0,1,0,1,1,1,1,1.6358547293421823
NUAK1,1,0,1,0,1,1,1,1,1.6020177087980316
PAK1,1,0,1,0,1,1,1,1,1.9295238737211904
PAK2,1,0,1,0,1,1,1,1,4.080007874627184
PCNA,1,0,0,1,-1,1,-1,-1,-0.8265991058433075
PIK3R1,1,0,1,0,1,1,1,1,3.219656852851615
PPP2R5D,1,0,1,0,1,1,1,1,3.706213093739709
PRKACA,1,0,1,0,1,1,1,1,2.9178176261165567
PRKCD,1,0,1,0,1,1,1,1,3.176665257158597
PRKCZ,1,0,1,0,1,1,1,1,2.4330052744197186
PTK2B,1,0,1,0,1,1,1,1,3.1384981823211517
RAC1,1,0,1,0,1,1,1,1,3.278904478606325
RAF1,1,0,1,0,1,1,1,1,1.8938694416075532
RARA,1,0,1,0,1,1,1,1,4.635357757350726
RELA,1,0,1,0,1,1,1,1,4.891191656573592
RHOA,1,0,1,0,1,1,1,1,2.653826550510556
ROCK1,1,0,1,0,1,1,1,1,2.0815444730828863
RPS6KA4,1,0,1,0,1,1,1,1,1.798977610925121
SKP2,1,0,1,0,1,1,1,1,1.941587362112275
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD4,1,0,1,0,1,1,1,1,4.519349452893868
SP1,1,0,1,0,1,1,1,1,3.6056710434792256
SRC,1,0,1,0,1,1,1,1,3.3170383770735627
SRF,1,0,1,0,1,1,1,1,11.457427235080493
SRPK2,1,0,1,0,1,1,1,1,2.150997385104768
STAT1,1,0,1,0,1,1,1,1,10.813445240222029
STAT3,1,0,1,0,1,1,1,1,7.911350863970297
STAT6,1,0,1,0,1,1,1,1,1.604629216383113
STK11,1,0,1,0,1,1,1,1,2.1897834411271844
TAB1,1,0,0,1,-1,1,-1,-1,-1.3179286489520092
TFAP2A,1,0,1,0,1,1,1,1,4.4995798265780405
TGFBR2,3,0,1,0,1,1,1,1,1.5851099816558878
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
THRA,0,0,1,0,1,0,1,1,-0.2060477695005541
TP53,1,0,1,0,1,1,1,1,6.567530020504592
TRAF6,1,0,1,0,1,1,1,1,1.647463100241479
TRIM28,1,0,0,1,-1,1,-1,-1,-1.0845070768724503
USF1,1,0,1,0,1,1,1,1,3.9193143089935942
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
WNK1,1,0,1,0,1,1,1,1,2.027053561912133
