Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ACVR1,3,0,1,0,1,1,1,1,2.398459516764173
AKT1,1,0,1,0,1,1,1,1,NA
AKT3,1,0,1,0,1,1,1,1,NA
CTCF,1,0,1,0,1,1,1,1,6.348663067645258
ETS1,1,0,1,0,1,1,1,1,8.358150846373533
FOS,1,0,1,0,1,1,1,1,13.211649660329833
IKBKG,1,0,1,0,1,1,1,1,NA
JUN,1,0,1,0,1,1,1,1,6.289921481510688
MAP2K4,1,0,1,0,1,1,1,1,NA
MAP3K14,1,0,1,0,1,1,1,1,NA
MAP3K7,1,0,1,0,1,1,1,1,NA
MAPK14,1,0,1,0,1,1,1,1,NA
MAPK8,1,0,1,0,1,1,1,1,NA
MYB,1,0,0,1,-1,1,-1,-1,-0.9380213849063682
MYC,1,0,0,1,-1,1,-1,-1,-5.155864131816764
NFKB1,1,0,1,0,1,1,1,1,6.341658130739368
PIK3R1,1,0,1,0,1,1,1,1,NA
PRKACA,1,0,1,0,1,1,1,1,NA
PRKCD,1,0,1,0,1,1,1,1,NA
PRKCZ,1,0,1,0,1,1,1,1,NA
RAC1,1,0,1,0,1,1,1,1,NA
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD4,1,0,1,0,1,1,1,1,4.519349452893868
STAT3,1,0,1,0,1,1,1,1,7.911350863970297
TGFBR2,3,0,1,0,1,1,1,1,1.5851099816558878
TRAF6,1,0,1,0,1,1,1,1,NA
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
