source,interaction,target,sign
ABL1,1,BCAR1,1
ABL1,1,CAV1,1
ABL1,1,CTNNB1,-1
ABL1,1,EGFR,1
ABL1,1,EPHB2,1
ABL1,1,JUN,1
ABL1,1,MTOR,1
ABL1,1,PRKCD,1
ABL1,1,STAT1,1
AKT1,1,CHEK1,-1
AKT1,1,FOS,1
AKT1,1,GSK3B,1
AKT1,1,ITGB1,1
AKT1,1,JUN,1
AKT1,1,MAP3K11,-1
AKT1,1,MYC,-1
AKT1,1,PAK1,1
AKT1,1,PRKCD,1
AKT1,1,SMAD3,1
ATM,1,CHEK1,1
ATM,1,IKBKG,-1
ATM,1,PPM1G,1
ATM,1,TFDP1,1
AXIN1,1,CTNNB1,1
AXIN1,1,MYC,1
BCAR1,1,MAPK8,1
BCAR1,1,PIK3R1,1
CCNA2,1,RB1,-1
CCNA2,1,TFDP1,1
CCNE1,1,RB1,-1
CCNE1,1,TFDP1,1
CDK2,1,AXIN1,1
CDK2,1,CCNA2,1
CDK2,1,CHEK1,1
CDK2,1,MYC,1
CDK2,1,PAK1,-1
CDK2,1,RB1,-1
CDK2,1,RUNX1,-1
CDK2,1,SMAD3,-1
CDK2,1,SMAD4,-1
CDK2,1,TFDP1,1
CHEK1,1,E2F3,1
CHEK1,1,NFKB1,-1
CHEK1,1,SYK,-1
CHEK1,0.2,WEE1,1
CHUK,1,CREBBP,1
CHUK,1,MYC,1
CHUK,1,NFKB1,-1
CREB5,1,CREBBP,-1
CREB5,1,JUN,1
CREBBP,1,CTNNB1,1
CREBBP,1,SMAD4,-1
CSNK2B,1,RELA,1
CSNK2B,1,TP53,1
CSNK2B,0.2,WEE1,-1
CTNNB1,1,MYC,1
CTNNB1,1,NOTCH1,1
DAG1,1,PRKCA,1
E2F2,1,MYC,1
E2F2,1,PCNA,1
E2F3,1,CCNA2,1
E2F3,1,MYC,1
EGFR,1,CAV1,1
EGFR,1,CTNNB1,-1
EGFR,1,HRAS,1
EGFR,1,KITLG,1
EGFR,1,MAP2K1,1
EGFR,1,PIK3R1,1
EGFR,1,PRKDC,1
EGFR,1,PTK2,1
EGFR,1,PTPN1,1
EGFR,1,STAT1,1
EGFR,1,STAT3,1
EGFR,1,STAT5B,1
EGFR,1,TNK2,1
EIF4E,1,SMAD3,1
EIF4E,1,SMAD4,1
ELAVL1,1,EIF4E,1
ELAVL1,1,FOS,1
ELAVL1,1,MYC,-1
ELAVL1,1,TP53,1
ELAVL1,1,VEGFA,1
EPAS1,1,VEGFA,1
EPHB2,1,PIK3R1,1
EPHB2,1,STAT1,1
ERBB2,1,AKT1,-1
ERBB2,1,CTNNB1,1
FOS,1,JUN,1
FOS,1,MYC,-1
FOS,1,VEGFA,1
FOSL2,1,FOSL1,1
GSK3B,1,CCNE1,-1
GSK3B,1,CTNNB1,-1
GSK3B,1,MYC,-1
GSK3B,1,NFKB1,1
GSK3B,1,RELA,1
GSK3B,1,SMAD3,1
GSK3B,1,TP53,1
HIF1A,1,VEGFA,1
HRAS,1,JUN,1
HRAS,1,MAPK1,1
HRAS,1,MAPK8,1
HRAS,1,PIK3R1,1
