Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,1,0,1,0,1,1,1,1,NA
ADAM17,2,0.5,0.5,0,0.5,0,0.5,1,NA
AKT1,1,0,1,0,1,1,1,1,NA
AKT2,1,0,1,0,1,1,1,1,NA
AKT3,1,0,1,0,1,1,1,1,NA
AXIN1,1,0,0,1,-1,1,-1,-1,NA
BCAR1,1,0,1,0,1,1,1,1,NA
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CDK1,0,0,0,1,-1,0,-1,-1,NA
CDK5,1,0,1,0,1,1,1,1,NA
CHEK1,1,0,0,1,-1,1,-1,-1,NA
CLK2,1,0,1,0,1,1,1,1,NA
CREB5,1,0,1,0,1,1,1,1,NA
CSNK2B,1,0,1,0,1,1,1,1,NA
CTNNB1,0,0,0,1,-1,0,-1,-1,NA
CTNND1,0,0,1,0,1,0,1,1,NA
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EIF2AK2,1,0,1,0,1,1,1,1,NA
EIF4E,1,0,1,0,1,1,1,1,NA
ELAVL1,1,0,1,0,1,1,1,1,NA
ELF1,1,0,1,0,1,1,1,1,4.3881551997375
EP300,1,0,1,0,1,1,1,1,NA
EPHB2,3,0,1,0,1,1,1,1,NA
ETS1,1,0,1,0,1,1,1,1,8.358150846373533
ETS2,1,0,1,0,1,1,1,1,NA
FN1,2,0,1,0,1,1,1,1,2.087945966420949
FOS,1,0,1,0,1,1,1,1,13.211649660329833
GATA2,1,0,1,0,1,1,1,1,7.290569253586667
GSK3B,1,0,1,0,1,1,1,1,NA
HDAC2,1,0,1,0,1,1,1,1,NA
HIF1A,1,0,1,0,1,1,1,1,8.057728853867147
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
ITGB5,3,0,1,0,1,1,1,1,2.7289166273099905
JUN,1,0,1,0,1,1,1,1,6.289921481510688
JUNB,1,0,1,0,1,1,1,1,4.298810811014016
JUND,1,0,1,0,1,1,1,1,5.0919292312111715
KITLG,1,0,1,0,1,1,1,1,NA
MAP2K1,1,0,1,0,1,1,1,1,NA
MAP2K2,1,0,1,0,1,1,1,1,NA
MAP2K4,1,0,1,0,1,1,1,1,NA
MAP3K1,1,0,1,0,1,1,1,1,NA
MAP3K11,1,0,0,1,-1,1,-1,-1,NA
MAP3K7,1,0,1,0,1,1,1,1,NA
MAPK1,1,0,1,0,1,1,1,1,NA
MAPK11,1,0,1,0,1,1,1,1,NA
MAPK14,1,0,1,0,1,1,1,1,NA
