Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ADAM9,2,0,1,0,1,1,1,1,3.4045099144891413
AKT1,1,0,1,0,1,1,1,1,NA
AKT2,1,0,1,0,1,1,1,1,NA
AKT3,1,0,1,0,1,1,1,1,NA
AXIN1,1,0,0,1,-1,1,-1,-1,NA
BCAR1,1,0,1,0,1,1,1,1,NA
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,1,0,0,1,-1,1,-1,-1,NA
CCNE1,1,0,0,1,-1,1,-1,-1,NA
CTNNB1,0,0,0,1,-1,0,-1,-1,NA
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EIF4E,1,0,1,0,1,1,1,1,NA
ELF1,1,0,1,0,1,1,1,1,4.3881551997375
EPHB2,3,0,1,0,1,1,1,1,NA
FOSL1,1,0,1,0,1,1,1,1,5.904096979570688
FOSL2,1,0,1,0,1,1,1,1,8.528610779063825
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
JUN,1,0,1,0,1,1,1,1,6.289921481510688
MAP2K1,1,0,1,0,1,1,1,1,NA
MAP2K2,1,0,1,0,1,1,1,1,NA
MAP3K7,1,0,1,0,1,1,1,1,NA
MAPK1,1,0,1,0,1,1,1,1,NA
MAPK3,1,0,1,0,1,1,1,1,NA
MMP14,0,0,0,1,-1,0,-1,-1,NA
MYC,1,0,0,1,-1,1,-1,-1,-5.155864131816764
NR3C1,1,0,1,0,1,1,1,1,4.267822370959261
PAK1,1,0,1,0,1,1,1,1,NA
PCNA,1,0,0,1,-1,1,-1,-1,NA
PPP2CA,0,0,0,1,-1,0,-1,-1,NA
PRKACA,1,0,1,0,1,1,1,1,NA
PRKCA,1,0,1,0,1,1,1,1,NA
PRKCD,1,0,1,0,1,1,1,1,NA
PRKCZ,1,0,1,0,1,1,1,1,NA
RBL2,0,0,0,1,-1,0,-1,-1,NA
RELA,1,0,1,0,1,1,1,1,4.891191656573592
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
TDG,1,0,1,0,1,1,1,1,NA
TGFB1,2,0,1,0,1,1,1,1,2.307016516662077
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TP53,1,0,1,0,1,1,1,1,6.567530020504592
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
