Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,1,0,1,0,1,1,1,1,2.59365874217639
AKT1,1,0,1,0,1,1,1,1,1.8920008628401677
APP,2,0,1,0,1,1,1,1,2.2538359851577954
BCAR1,1,0,1,0,1,1,1,1,2.1190282628575683
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,1,0,0,1,-1,1,-1,-1,-1.1750898811245374
CCNE1,1,0,0,1,-1,1,-1,-1,-2.1280160535264003
CDK2,1,0,0,1,-1,1,-1,-1,-0.653249380673646
CEBPA,1,0,1,0,1,1,1,1,7.877272643902079
CHEK1,1,0,0,1,-1,1,-1,-1,-0.9718768807332704
CREBBP,0,0,0,1,-1,0,-1,-1,0.9016556009043312
CTCF,1,0,1,0,1,1,1,1,6.348663067645258
CTNNB1,0,0,0,1,-1,0,-1,-1,0.3075365187224945
E2F3,1,0,0,1,-1,1,-1,-1,-1.6552974912711649
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EPAS1,1,0,1,0,1,1,1,1,7.288256747725371
EPHB2,3,0,1,0,1,1,1,1,2.941237734032235
ERBB2,3,0,0,1,-1,1,-1,-1,-0.3803495851880559
FOS,1,0,1,0,1,1,1,1,13.211649660329831
FOSL1,1,0,1,0,1,1,1,1,5.904096979570688
FOSL2,1,0,1,0,1,1,1,1,8.528610779063825
GSK3B,1,0,1,0,1,1,1,1,2.5358415995137644
HBEGF,2,0,1,0,1,1,1,1,1.2608750571924696
HDAC1,1,0,0,1,-1,1,-1,-1,-0.6471111987631503
HIF1A,1,0,1,0,1,1,1,1,8.057728853867147
HMGB1,1,0,1,0,1,1,1,1,1.6388439488586262
HMGB1,1,0,1,0,1,1,1,1,-1.148033704797374
HRAS,2,0,1,0,1,1,1,1,3.54584928296538
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ID2,0,0,0,1,-1,0,-1,-1,NA
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
JUN,1,0,1,0,1,1,1,1,6.289921481510688
KITLG,1,0,1,0,1,1,1,1,2.2384960699688605
LIF,1,0,1,0,1,1,1,1,2.4819465602740234
LIF,1,0,1,0,1,1,1,1,2.374467210132398
MAFK,1,0,1,0,1,1,1,1,4.090121416576316
MAP2K1,1,0,1,0,1,1,1,1,1.9184337860697405
MAP3K1,1,0,1,0,1,1,1,1,3.173375919966002
MAPK1,1,0,1,0,1,1,1,1,1.6996888493533562
MAPK14,1,0,1,0,1,1,1,1,3.4568505745897102
MAPK3,1,0,1,0,1,1,1,1,1.661523782835066
MAPK8,1,0,1,0,1,1,1,1,3.593770323043058
MAPK9,1,0,1,0,1,1,1,1,3.728904695459122
MITF,1,0,1,0,1,1,1,1,9.657052573466224
MMP14,0,0,0,1,-1,0,-1,-1,NA
MYB,1,0,0,1,-1,1,-1,-1,-0.9380213849063682
MYC,1,0,0,1,-1,1,-1,-1,-5.155864131816764
NCOA2,1,0,0,1,-1,1,-1,-1,-1.08618717657381
NCOR2,1,0,0,1,-1,1,-1,-1,-0.561866642823035
NFE2L2,1,0,1,0,1,1,1,1,3.8558189630713806
NFKB1,1,0,1,0,1,1,1,1,6.341658130739368
NOTCH1,3,0,0,1,-1,1,-1,-1,-0.705752569760374
NR3C1,1,0,1,0,1,1,1,1,4.267822370959261
PCNA,1,0,0,1,-1,1,-1,-1,-0.8265991058433075
PIK3R1,1,0,1,0,1,1,1,1,3.219656852851615
PPP2CA,0,0,0,1,-1,0,-1,-1,0.7735697267252718
PRKACA,1,0,1,0,1,1,1,1,2.9178176261165567
PRKCZ,1,0,1,0,1,1,1,1,2.4330052744197186
PRKDC,1,0,1,0,1,1,1,1,2.270610161514067
PTK2,1,0,1,0,1,1,1,1,2.3152298875036386
PTK2B,1,0,1,0,1,1,1,1,3.1384981823211517
PTPN1,1,0,1,0,1,1,1,1,2.389314464900301
RAC1,1,0,1,0,1,1,1,1,3.278904478606325
RAF1,1,0,1,0,1,1,1,1,1.8938694416075532
RB1,1,0,1,0,1,1,1,1,3.287641821265722
RBPJ,1,0,1,0,1,1,1,1,3.9698492961016343
RELA,1,0,1,0,1,1,1,1,4.891191656573592
RPS6KA1,1,0,1,0,1,1,1,1,2.2636103983413225
RPS6KA4,1,0,1,0,1,1,1,1,1.798977610925121
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD4,1,0,1,0,1,1,1,1,4.519349452893868
SNAI1,0,0.5,0.5,0,0.5,0,0.5,1,NA
SRC,1,0,1,0,1,1,1,1,3.3170383770735627
SRF,1,0,1,0,1,1,1,1,11.457427235080493
STAT1,1,0,1,0,1,1,1,1,10.813445240222029
STAT3,1,0,1,0,1,1,1,1,7.911350863970297
STAT5B,1,0,1,0,1,1,1,1,5.025612229591523
SYK,1,0,1,0,1,1,1,1,2.608542068861039
TFDP1,1,0,0,1,-1,1,-1,-1,-1.664344874768788
TGFB1,2,0,1,0,1,1,1,1,1.9694740546816296
TGFB1,2,0,1,0,1,1,1,1,2.307016516662077
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TLN1,2,0,1,0,1,1,1,1,3.051875595096952
TNK2,1,0,1,0,1,1,1,1,1.5516077724162374
TP53,1,0,1,0,1,1,1,1,6.567530020504592
TRIM28,1,0,0,1,-1,1,-1,-1,-1.0845070768724503
TYK2,1,0,1,0,1,1,1,1,2.2796808102014494
UBE2I,1,0,0,1,-1,1,-1,-1,-2.377773748304351
USF1,1,0,1,0,1,1,1,1,3.9193143089935942
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
WEE1,0,0.8,0,0.2,-0.2,0,-0.2,-1,NA
