Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,1,0,1,0,1,1,1,1,2.59365874217639
ACVR1,3,0,1,0,1,1,1,1,2.398459516764173
ACVR1B,3,0,1,0,1,1,1,1,2.457555547613104
AKT1,1,0,1,0,1,1,1,1,1.8920008628401677
AKT2,1,0,1,0,1,1,1,1,3.382300958557935
AKT3,1,0,1,0,1,1,1,1,3.5579348045044386
APP,2,0,1,0,1,1,1,1,2.2538359851577954
ATF1,1,0,1,0,1,1,1,1,3.5332170034127675
BCAR1,1,0,1,0,1,1,1,1,2.1190282628575683
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CHEK1,1,0,0,1,-1,1,-1,-1,-0.9718768807332704
CTNNB1,0,0,0,1,-1,0,-1,-1,0.3075365187224945
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
ETS1,1,0,1,0,1,1,1,1,8.358150846373533
FOS,1,0,1,0,1,1,1,1,13.211649660329831
FYN,1,0,1,0,1,1,1,1,2.1710846434250763
GSK3B,1,0,1,0,1,1,1,1,2.5358415995137644
HIF1A,1,0,1,0,1,1,1,1,8.057728853867147
HMGB1,1,0,1,0,1,1,1,1,1.6388439488586262
HMGB1,1,0,1,0,1,1,1,1,-1.148033704797374
HRAS,2,0,1,0,1,1,1,1,3.54584928296538
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ID2,0,0,0,1,-1,0,-1,-1,NA
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
ITGB5,3,0,1,0,1,1,1,1,2.7289166273099905
JUN,1,0,1,0,1,1,1,1,6.289921481510688
KITLG,1,0,1,0,1,1,1,1,2.2384960699688605
LIF,1,0,1,0,1,1,1,1,2.4819465602740234
LIF,1,0,1,0,1,1,1,1,2.374467210132398
MAP2K1,1,0,1,0,1,1,1,1,1.9184337860697405
MAP3K1,1,0,1,0,1,1,1,1,3.173375919966002
MAP3K14,1,0,1,0,1,1,1,1,2.784804649904267
MAP3K7,1,0,1,0,1,1,1,1,1.8573940453996105
MAPK1,1,0,1,0,1,1,1,1,1.6996888493533562
MAPK14,1,0,1,0,1,1,1,1,3.4568505745897102
MAPK3,1,0,1,0,1,1,1,1,1.661523782835066
MAPK8,1,0,1,0,1,1,1,1,3.593770323043058
MAPK9,1,0,1,0,1,1,1,1,3.728904695459122
MMP14,0,0,0,1,-1,0,-1,-1,NA
MTOR,1,0,1,0,1,1,1,1,2.8235335133683117
MYB,1,0,0,1,-1,1,-1,-1,-0.9380213849063682
MYC,1,0,0,1,-1,1,-1,-1,-5.155864131816764
NFATC3,0,0,1,0,1,0,1,1,NA
NFKB1,1,0,1,0,1,1,1,1,6.341658130739368
NOTCH1,3,0,0,1,-1,1,-1,-1,-0.705752569760374
NOTCH2,3,0,1,0,1,1,1,1,2.160784246933112
PAX8,1,0,0,1,-1,1,-1,-1,-1.9983068419761552
PIK3R1,1,0,1,0,1,1,1,1,3.219656852851615
PPP2CA,0,0,0,1,-1,0,-1,-1,0.7735697267252718
PPP2R5D,1,0,1,0,1,1,1,1,3.706213093739709
PRKACA,1,0,1,0,1,1,1,1,2.9178176261165567
PRKCZ,1,0,1,0,1,1,1,1,2.4330052744197186
PRKDC,1,0,1,0,1,1,1,1,2.270610161514067
PTK2,1,0,1,0,1,1,1,1,2.3152298875036386
PTK2B,1,0,1,0,1,1,1,1,3.1384981823211517
PTPN1,1,0,1,0,1,1,1,1,2.389314464900301
RAC1,1,0,1,0,1,1,1,1,3.278904478606325
RAF1,1,0,1,0,1,1,1,1,1.8938694416075532
RARA,1,0,1,0,1,1,1,1,4.635357757350726
RELA,1,0,1,0,1,1,1,1,4.891191656573592
RHOA,1,0,1,0,1,1,1,1,2.653826550510556
RPS6KA1,1,0,1,0,1,1,1,1,2.2636103983413225
RPS6KA4,1,0,1,0,1,1,1,1,1.798977610925121
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD4,1,0,1,0,1,1,1,1,4.519349452893868
SRC,1,0,1,0,1,1,1,1,3.3170383770735627
SRF,1,0,1,0,1,1,1,1,11.457427235080493
STAT1,1,0,1,0,1,1,1,1,10.813445240222029
STAT3,1,0,1,0,1,1,1,1,7.911350863970297
STAT5B,1,0,1,0,1,1,1,1,5.025612229591523
STK11,1,0,1,0,1,1,1,1,2.1897834411271844
TFAP2A,1,0,1,0,1,1,1,1,4.4995798265780405
TGFB1,2,0,1,0,1,1,1,1,1.9694740546816296
TGFB1,2,0,1,0,1,1,1,1,2.307016516662077
TGFBR2,3,0,1,0,1,1,1,1,1.5851099816558878
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TLN1,2,0,1,0,1,1,1,1,3.051875595096952
TNK2,1,0,1,0,1,1,1,1,1.5516077724162374
TP53,1,0,1,0,1,1,1,1,6.567530020504592
TRAF6,1,0,1,0,1,1,1,1,1.647463100241479
TYK2,1,0,1,0,1,1,1,1,2.2796808102014494
USF1,1,0,1,0,1,1,1,1,3.9193143089935942
USF2,1,0,1,0,1,1,1,1,4.168031919522347
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
