Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,5,0,1,0,1,1,1,1,2.59365874217639
ACVR1,3,0,1,0,1,1,1,1,2.398459516764173
ACVR1B,3,0,1,0,1,1,1,1,2.457555547613104
ADAM9,2,0,1,0,1,1,1,1,3.4045099144891413
AKT1,5,0,1,0,1,1,1,1,1.8920008628401677
AKT2,5,0,1,0,1,1,1,1,3.382300958557935
AKT3,5,0,1,0,1,1,1,1,3.5579348045044386
APP,2,0,1,0,1,1,1,1,2.2538359851577954
AXIN1,5,0,0,1,-1,1,-1,-1,-0.5157123690620454
BCAR1,5,0,1,0,1,1,1,1,2.1190282628575683
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,5,0,0,1,-1,1,-1,-1,-1.1750898811245374
CCNE1,5,0,0,1,-1,1,-1,-1,-2.1280160535264003
CDK1,5,0,0,1,-1,0,-1,-1,0.41588785927804034
CDK2,5,0,0,1,-1,1,-1,-1,-0.653249380673646
CDK4,5,0.8,0,0.2,-0.2,0,-0.2,-1,0.5447385641857532
CEBPA,4,0,1,0,1,1,1,1,7.877272643902079
CHEK1,5,0,0,1,-1,1,-1,-1,-0.9718768807332704
CHUK,5,0,0,1,-1,1,-1,-1,-0.832199153175229
CTNNB1,5,0,0,1,-1,0,-1,-1,0.3075365187224945
E2F3,4,0,0,1,-1,1,-1,-1,-1.6552974912711649
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EIF2AK2,5,0,1,0,1,1,1,1,1.9583232057298436
EIF4E,5,0,1,0,1,1,1,1,1.623282692166483
ELF1,4,0,1,0,1,1,1,1,4.3881551997375
EPHB2,3,0,1,0,1,1,1,1,2.941237734032235
FOS,4,0,1,0,1,1,1,1,13.211649660329831
FOSL1,4,0,1,0,1,1,1,1,5.904096979570688
FOSL2,4,0,1,0,1,1,1,1,8.528610779063825
GSK3B,5,0,1,0,1,1,1,1,2.5358415995137644
HMGB1,5,0,1,0,1,1,1,1,1.6388439488586262
HMGB1,5,0,1,0,1,1,1,1,-1.148033704797374
HRAS,2,0,1,0,1,1,1,1,3.54584928296538
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ID2,5,0,0,1,-1,0,-1,-1,NA
IRF3,4,0,0,1,-1,1,-1,-1,-2.188369488610287
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
ITGB5,3,0,1,0,1,1,1,1,2.7289166273099905
JUN,4,0,1,0,1,1,1,1,6.289921481510688
KITLG,5,0,1,0,1,1,1,1,2.2384960699688605
LIF,5,0,1,0,1,1,1,1,2.374467210132398
LIF,5,0,1,0,1,1,1,1,2.4819465602740234
MAP2K1,5,0,1,0,1,1,1,1,1.9184337860697405
MAP2K2,5,0,1,0,1,1,1,1,3.0192960625233747
MAP3K1,5,0,1,0,1,1,1,1,3.173375919966002
MAP3K7,5,0,1,0,1,1,1,1,1.8573940453996105
MAPK1,5,0,1,0,1,1,1,1,1.6996888493533562
MAPK11,5,0,1,0,1,1,1,1,3.359858040974827
MAPK14,5,0,1,0,1,1,1,1,3.4568505745897102
MAPK3,5,0,1,0,1,1,1,1,1.661523782835066
MAPK8,5,0,1,0,1,1,1,1,3.593770323043058
MAPK9,5,0,1,0,1,1,1,1,3.728904695459122
MMP14,0,0,0,1,-1,0,-1,-1,NA
MTOR,5,0,1,0,1,1,1,1,2.8235335133683117
MYC,4,0,0,1,-1,1,-1,-1,-5.155864131816764
NFKB1,4,0,1,0,1,1,1,1,6.341658130739368
NOTCH1,3,0,0,1,-1,1,-1,-1,-0.705752569760374
NR3C1,4,0,1,0,1,1,1,1,4.267822370959261
PAK1,5,0,1,0,1,1,1,1,1.9295238737211904
PAX8,4,0,0,1,-1,1,-1,-1,-1.9983068419761552
PCNA,5,0,0,1,-1,1,-1,-1,-0.8265991058433075
PIK3R1,5,0,1,0,1,1,1,1,3.219656852851615
PPP2CA,5,0,0,1,-1,0,-1,-1,0.7735697267252718
PRKACA,5,0,1,0,1,1,1,1,2.9178176261165567
PRKCA,5,0,1,0,1,1,1,1,2.935732385510591
PRKCD,5,0,1,0,1,1,1,1,3.176665257158597
PRKCE,5,0,1,0,1,1,1,1,2.041074931237392
PRKCZ,5,0,1,0,1,1,1,1,2.4330052744197186
PRKDC,5,0,1,0,1,1,1,1,2.270610161514067
PTK2,5,0,1,0,1,1,1,1,2.3152298875036386
PTK2B,5,0,1,0,1,1,1,1,3.1384981823211517
PTPN1,5,0,1,0,1,1,1,1,2.389314464900301
RAC1,5,0,1,0,1,1,1,1,3.278904478606325
RAF1,5,0,1,0,1,1,1,1,1.8938694416075532
RB1,5,0,1,0,1,1,1,1,3.287641821265722
RBL2,5,0,0,1,-1,0,-1,-1,NA
RELA,4,0,1,0,1,1,1,1,4.891191656573592
RPS6KA1,5,0,1,0,1,1,1,1,2.2636103983413225
RPS6KA4,5,0,1,0,1,1,1,1,1.798977610925121
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMO,5,0,1,0,1,1,1,1,3.668150565297571
SRC,5,0,1,0,1,1,1,1,3.3170383770735627
SRF,4,0,1,0,1,1,1,1,11.457427235080493
STAT1,4,0,1,0,1,1,1,1,10.813445240222029
STAT3,4,0,1,0,1,1,1,1,7.911350863970297
STAT5B,4,0,1,0,1,1,1,1,5.025612229591523
SYK,5,0,1,0,1,1,1,1,2.608542068861039
TCF12,4,0,1,0,1,1,1,1,5.156408766618424
TFDP1,4,0,0,1,-1,1,-1,-1,-1.664344874768788
TGFB1,2,0,1,0,1,1,1,1,2.307016516662077
