Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,1,0,1,0,1,1,1,1,2.59365874217639
ADAM17,2,0.5,0.5,0,0.5,0,0.5,1,NA
AKT1,1,0,1,0,1,1,1,1,1.8920008628401677
AKT2,1,0,1,0,1,1,1,1,3.382300958557935
AKT3,1,0,1,0,1,1,1,1,3.5579348045044386
APP,2,0,1,0,1,1,1,1,2.2538359851577954
ATF7,1,0,1,0,1,1,1,1,3.8406793805302666
BCAR1,1,0,1,0,1,1,1,1,2.1190282628575683
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CDK1,0,0,0,1,-1,0,-1,-1,0.41588785927804034
CDK5,1,0,1,0,1,1,1,1,2.361645330494321
CHEK1,1,0,0,1,-1,1,-1,-1,-0.9718768807332704
CREB5,1,0,1,0,1,1,1,1,2.2464431932597098
CREBBP,0,0,0,1,-1,0,-1,-1,0.9016556009043312
CTNNB1,0,0,0,1,-1,0,-1,-1,0.3075365187224945
CTNND1,0,0,1,0,1,0,1,1,NA
DAG1,1,0,1,0,1,1,1,1,2.8983913383233317
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EIF2AK2,1,0,1,0,1,1,1,1,1.9583232057298436
EIF4E,1,0,1,0,1,1,1,1,1.623282692166483
ELAVL1,1,0,1,0,1,1,1,1,4.343448020530594
EP300,1,0,1,0,1,1,1,1,2.550183931362354
EPAS1,1,0,1,0,1,1,1,1,7.288256747725371
EPHA2,1,0,0,1,-1,1,-1,-1,-0.014643691031338
EPHB2,3,0,1,0,1,1,1,1,2.941237734032235
ERBB2,3,0,0,1,-1,1,-1,-1,-0.3803495851880559
ETS1,1,0,1,0,1,1,1,1,8.358150846373533
FN1,2,0,1,0,1,1,1,1,2.087945966420949
FOS,1,0,1,0,1,1,1,1,13.211649660329831
FOSL1,1,0,1,0,1,1,1,1,5.904096979570688
FOSL2,1,0,1,0,1,1,1,1,8.528610779063825
FYN,1,0,1,0,1,1,1,1,2.1710846434250763
GATA2,1,0,1,0,1,1,1,1,7.290569253586667
Gene136__ALDH1B1,0,0.8571428571428571,0.14285714285714285,0,0.14285714285714285,0,0.14285714285714285,1,NA
Gene136__ALDH3A1,0,0.8571428571428571,0.14285714285714285,0,0.14285714285714285,0,0.14285714285714285,1,NA
Gene136__ALDH3A2,0,0.8571428571428571,0.14285714285714285,0,0.14285714285714285,0,0.14285714285714285,1,NA
Gene136__ALDH3B1,0,0.8571428571428571,0.14285714285714285,0,0.14285714285714285,0,0.14285714285714285,1,NA
Gene3806__ALDH1A1,0,0.8571428571428571,0.14285714285714285,0,0.14285714285714285,0,0.14285714285714285,1,NA
Gene3806__ALDH3A1,0,0.8571428571428571,0.14285714285714285,0,0.14285714285714285,0,0.14285714285714285,1,NA
