Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ACVR1,3,0,1,0,1,1,1,1,2.398459516764173
ACVR1B,3,0,1,0,1,1,1,1,2.457555547613104
APP,2,0,1,0,1,1,1,1,2.2538359851577954
AXIN1,5,0,0,1,-1,1,-1,-1,-0.5157123690620454
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,5,0,0,1,-1,1,-1,-1,-1.1750898811245374
CCNE1,5,0,0,1,-1,1,-1,-1,-2.1280160535264003
CDK2,5,0,0,1,-1,1,-1,-1,-0.653249380673646
CHEK1,5,0,0,1,-1,1,-1,-1,-0.9718768807332704
CHUK,5,0,0,1,-1,1,-1,-1,-0.832199153175229
CREBBP,5,0,0,1,-1,0,-1,-1,0.9016556009043312
CTNNB1,5,0,0,1,-1,0,-1,-1,0.3075365187224945
E2F2,4,0,0,1,-1,1,-1,-1,-4.203531127709861
E2F3,4,0,0,1,-1,1,-1,-1,-1.6552974912711649
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
HIF1A,4,0,1,0,1,1,1,1,8.057728853867147
HRAS,2,0,1,0,1,1,1,1,3.54584928296538
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ID2,5,0,0,1,-1,0,-1,-1,NA
IKBKB,5,0.8,0,0.2,-0.2,0,-0.2,-1,0.555545810719868
IKBKG,5,0,1,0,1,1,1,1,1.7802026920194187
IRF3,4,0,0,1,-1,1,-1,-1,-2.188369488610287
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
ITGB5,3,0,1,0,1,1,1,1,2.7289166273099905
JUN,4,0,1,0,1,1,1,1,6.289921481510688
KITLG,5,0,1,0,1,1,1,1,2.2384960699688605
MAP2K1,5,0,1,0,1,1,1,1,1.9184337860697405
MTOR,5,0,1,0,1,1,1,1,2.8235335133683117
MYB,4,0,0,1,-1,1,-1,-1,-0.9380213849063682
MYC,4,0,0,1,-1,1,-1,-1,-5.155864131816764
NCOA2,4,0,0,1,-1,1,-1,-1,-1.08618717657381
NFE2L2,4,0,1,0,1,1,1,1,3.8558189630713806
NFKB1,4,0,1,0,1,1,1,1,6.341658130739368
NOTCH1,3,0,0,1,-1,1,-1,-1,-0.705752569760374
PAK1,5,0,1,0,1,1,1,1,1.9295238737211904
PAX8,4,0,0,1,-1,1,-1,-1,-1.9983068419761552
PCNA,5,0,0,1,-1,1,-1,-1,-0.8265991058433075
PIK3R1,5,0,1,0,1,1,1,1,3.219656852851615
PRKACA,5,0,1,0,1,1,1,1,2.9178176261165567
PRKDC,5,0,1,0,1,1,1,1,2.270610161514067
PTK2,5,0,1,0,1,1,1,1,2.3152298875036386
PTK2B,5,0,1,0,1,1,1,1,3.1384981823211517
PTPN1,5,0,1,0,1,1,1,1,2.389314464900301
RB1,5,0,1,0,1,1,1,1,3.287641821265722
RELB,4,0,1,0,1,1,1,1,6.200429531628194
RUNX1,4,0,1,0,1,1,1,1,5.669603720799593
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD4,4,0,1,0,1,1,1,1,4.519349452893868
SP1,4,0,1,0,1,1,1,1,3.6056710434792256
SP3,4,0,1,0,1,1,1,1,5.508311997144065
STAT1,4,0,1,0,1,1,1,1,10.813445240222029
STAT3,4,0,1,0,1,1,1,1,7.911350863970297
STAT5B,4,0,1,0,1,1,1,1,5.025612229591523
TCF12,4,0,1,0,1,1,1,1,5.156408766618424
TFDP1,4,0,0,1,-1,1,-1,-1,-1.664344874768788
TGFB1,2,0,1,0,1,1,1,1,2.307016516662077
TGFB1,2,0,1,0,1,1,1,1,1.9694740546816296
TGFBR2,3,0,1,0,1,1,1,1,1.5851099816558878
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TNK2,5,0,1,0,1,1,1,1,1.5516077724162374
TP53,4,0,1,0,1,1,1,1,6.567530020504592
TRAF6,5,0,1,0,1,1,1,1,1.647463100241479
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
YY1,4,0,0,1,-1,1,-1,-1,-0.9541404011055772
ZMIZ1,5,0,0,1,-1,1,-1,-1,-0.7405016533460359
