Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,5,0,1,0,1,1,1,1,2.59365874217639
ADAM17,2,0.5,0.5,0,0.5,0,0.5,1,NA
AKT1,5,0,1,0,1,1,1,1,1.8920008628401677
AKT2,5,0,1,0,1,1,1,1,3.382300958557935
AKT3,5,0,1,0,1,1,1,1,3.5579348045044386
AXIN1,5,0,0,1,-1,1,-1,-1,-0.5157123690620454
BCAR1,5,0,1,0,1,1,1,1,2.1190282628575683
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CDK1,5,0,0,1,-1,0,-1,-1,0.41588785927804034
CDK5,5,0,1,0,1,1,1,1,2.361645330494321
CHEK1,5,0,0,1,-1,1,-1,-1,-0.9718768807332704
CLK2,5,0,1,0,1,1,1,1,2.1045769426365415
CREB5,4,0,1,0,1,1,1,1,2.2464431932597098
CSNK2B,5,0,1,0,1,1,1,1,1.756436019943014
CTNNB1,5,0,0,1,-1,0,-1,-1,0.3075365187224945
CTNND1,5,0,1,0,1,0,1,1,NA
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EIF2AK2,5,0,1,0,1,1,1,1,1.9583232057298436
EIF4E,5,0,1,0,1,1,1,1,1.623282692166483
ELAVL1,5,0,1,0,1,1,1,1,4.343448020530594
ELF1,4,0,1,0,1,1,1,1,4.3881551997375
EP300,5,0,1,0,1,1,1,1,2.550183931362354
EPHB2,3,0,1,0,1,1,1,1,2.941237734032235
ETS1,4,0,1,0,1,1,1,1,8.358150846373533
ETS2,4,0,1,0,1,1,1,1,2.714000193029335
FN1,2,0,1,0,1,1,1,1,2.087945966420949
FOS,4,0,1,0,1,1,1,1,13.211649660329831
GATA2,4,0,1,0,1,1,1,1,7.290569253586667
GSK3B,5,0,1,0,1,1,1,1,2.5358415995137644
HDAC2,5,0,1,0,1,1,1,1,3.3578503328017044
HIF1A,4,0,1,0,1,1,1,1,8.057728853867147
HRAS,2,0,1,0,1,1,1,1,3.54584928296538
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
ITGB5,3,0,1,0,1,1,1,1,2.7289166273099905
JUN,4,0,1,0,1,1,1,1,6.289921481510688
JUNB,4,0,1,0,1,1,1,1,4.298810811014016
JUND,4,0,1,0,1,1,1,1,5.0919292312111715
KITLG,5,0,1,0,1,1,1,1,2.2384960699688605
MAP2K1,5,0,1,0,1,1,1,1,1.9184337860697405
MAP2K2,5,0,1,0,1,1,1,1,3.0192960625233747
MAP2K4,5,0,1,0,1,1,1,1,2.29227087918301
MAP3K1,5,0,1,0,1,1,1,1,3.173375919966002
MAP3K11,5,0,0,1,-1,1,-1,-1,-0.8134012022652773
MAP3K7,5,0,1,0,1,1,1,1,1.8573940453996105
MAPK1,5,0,1,0,1,1,1,1,1.6996888493533562
MAPK11,5,0,1,0,1,1,1,1,3.359858040974827
MAPK14,5,0,1,0,1,1,1,1,3.4568505745897102
MAPK3,5,0,1,0,1,1,1,1,1.661523782835066
MAPK8,5,0,1,0,1,1,1,1,3.593770323043058
MAPK9,5,0,1,0,1,1,1,1,3.728904695459122
