Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,5,0,1,0,1,1,1,1,2.59365874217639
AKT1,5,0,1,0,1,1,1,1,1.8920008628401677
ARNT,4,0,1,0,1,1,1,1,4.548543754799093
ATF1,4,0,1,0,1,1,1,1,3.5332170034127675
BCAR1,5,0,1,0,1,1,1,1,2.1190282628575683
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CTNNB1,5,0,0,1,-1,0,-1,-1,0.3075365187224945
CTNND1,5,0,1,0,1,0,1,1,NA
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EPHB2,3,0,1,0,1,1,1,1,2.941237734032235
FOS,4,0,1,0,1,1,1,1,13.211649660329831
FYN,5,0,1,0,1,1,1,1,2.1710846434250763
GSK3B,5,0,1,0,1,1,1,1,2.5358415995137644
HIF1A,4,0,1,0,1,1,1,1,8.057728853867147
HRAS,2,0,1,0,1,1,1,1,3.54584928296538
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ID2,5,0,0,1,-1,0,-1,-1,NA
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
ITGB5,3,0,1,0,1,1,1,1,2.7289166273099905
JUN,4,0,1,0,1,1,1,1,6.289921481510688
KITLG,5,0,1,0,1,1,1,1,2.2384960699688605
MAP2K1,5,0,1,0,1,1,1,1,1.9184337860697405
MAP3K1,5,0,1,0,1,1,1,1,3.173375919966002
MAPK1,5,0,1,0,1,1,1,1,1.6996888493533562
MAPK11,5,0,1,0,1,1,1,1,3.359858040974827
MAPK14,5,0,1,0,1,1,1,1,3.4568505745897102
MAPK3,5,0,1,0,1,1,1,1,1.661523782835066
MAPK8,5,0,1,0,1,1,1,1,3.593770323043058
MAPK9,5,0,1,0,1,1,1,1,3.728904695459122
MMP14,0,0,0,1,-1,0,-1,-1,NA
MTOR,5,0,1,0,1,1,1,1,2.8235335133683117
MYC,4,0,0,1,-1,1,-1,-1,-5.155864131816764
NFATC3,4,0,1,0,1,0,1,1,NA
NFKB1,4,0,1,0,1,1,1,1,6.341658130739368
NOTCH1,3,0,0,1,-1,1,-1,-1,-0.705752569760374
PAK2,5,0,1,0,1,1,1,1,4.080007874627184
PIK3R1,5,0,1,0,1,1,1,1,3.219656852851615
PPP2CA,5,0,0,1,-1,0,-1,-1,0.7735697267252718
PPP2R5D,5,0,1,0,1,1,1,1,3.706213093739709
PRKACA,5,0,1,0,1,1,1,1,2.9178176261165567
PRKCD,5,0,1,0,1,1,1,1,3.176665257158597
PRKCZ,5,0,1,0,1,1,1,1,2.4330052744197186
PRKDC,5,0,1,0,1,1,1,1,2.270610161514067
PTK2,5,0,1,0,1,1,1,1,2.3152298875036386
PTK2B,5,0,1,0,1,1,1,1,3.1384981823211517
PTPN1,5,0,1,0,1,1,1,1,2.389314464900301
RAC1,5,0,1,0,1,1,1,1,3.278904478606325
RAF1,5,0,1,0,1,1,1,1,1.8938694416075532
RARA,4,0,1,0,1,1,1,1,4.635357757350726
RELA,4,0,1,0,1,1,1,1,4.891191656573592
RHOA,5,0,1,0,1,1,1,1,2.653826550510556
RPS6KA3,5,0,1,0,1,1,1,1,4.138902155232744
RPS6KA4,5,0,1,0,1,1,1,1,1.798977610925121
SRC,5,0,1,0,1,1,1,1,3.3170383770735627
SRF,4,0,1,0,1,1,1,1,11.457427235080493
STAT1,4,0,1,0,1,1,1,1,10.813445240222029
STAT3,4,0,1,0,1,1,1,1,7.911350863970297
STAT5B,4,0,1,0,1,1,1,1,5.025612229591523
STK11,5,0,1,0,1,1,1,1,2.1897834411271844
SYK,5,0,1,0,1,1,1,1,2.608542068861039
TFAP2A,4,0,1,0,1,1,1,1,4.4995798265780405
TGFBR2,3,0,1,0,1,1,1,1,1.5851099816558878
TLN1,2,0,1,0,1,1,1,1,3.051875595096952
TNK2,5,0,1,0,1,1,1,1,1.5516077724162374
TP53,4,0,1,0,1,1,1,1,6.567530020504592
TYK2,5,0,1,0,1,1,1,1,2.2796808102014494
USF1,4,0,1,0,1,1,1,1,3.9193143089935942
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
