Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ADAM9,2,0,1,0,1,1,1,1,3.4045099144891413
AKT1,5,0,1,0,1,1,1,1,1.8920008628401677
AKT2,5,0,1,0,1,1,1,1,3.382300958557935
AKT3,5,0,1,0,1,1,1,1,3.5579348045044386
AXIN1,5,0,0,1,-1,1,-1,-1,-0.5157123690620454
BCAR1,5,0,1,0,1,1,1,1,2.1190282628575683
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,5,0,0,1,-1,1,-1,-1,-1.1750898811245374
CCNE1,5,0,0,1,-1,1,-1,-1,-2.1280160535264003
CTNNB1,5,0,0,1,-1,0,-1,-1,0.3075365187224945
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EIF4E,5,0,1,0,1,1,1,1,1.623282692166483
ELF1,4,0,1,0,1,1,1,1,4.3881551997375
EPHB2,3,0,1,0,1,1,1,1,2.941237734032235
FOSL1,4,0,1,0,1,1,1,1,5.904096979570688
FOSL2,4,0,1,0,1,1,1,1,8.528610779063825
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
JUN,4,0,1,0,1,1,1,1,6.289921481510688
MAP2K1,5,0,1,0,1,1,1,1,1.9184337860697405
MAP2K2,5,0,1,0,1,1,1,1,3.0192960625233747
MAP3K7,5,0,1,0,1,1,1,1,1.8573940453996105
MAPK1,5,0,1,0,1,1,1,1,1.6996888493533562
MAPK3,5,0,1,0,1,1,1,1,1.661523782835066
MMP14,0,0,0,1,-1,0,-1,-1,NA
MYC,4,0,0,1,-1,1,-1,-1,-5.155864131816764
NR2F2,4,0,1,0,1,1,1,1,5.002123697603458
NR3C1,4,0,1,0,1,1,1,1,4.267822370959261
PAK1,5,0,1,0,1,1,1,1,1.9295238737211904
PCNA,5,0,0,1,-1,1,-1,-1,-0.8265991058433075
PPP2CA,5,0,0,1,-1,0,-1,-1,0.7735697267252718
PRKACA,5,0,1,0,1,1,1,1,2.9178176261165567
PRKCA,5,0,1,0,1,1,1,1,2.935732385510591
PRKCD,5,0,1,0,1,1,1,1,3.176665257158597
PRKCZ,5,0,1,0,1,1,1,1,2.4330052744197186
RBL2,5,0,0,1,-1,0,-1,-1,NA
RELA,4,0,1,0,1,1,1,1,4.891191656573592
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
TGFB1,2,0,1,0,1,1,1,1,2.307016516662077
TGFB1,2,0,1,0,1,1,1,1,1.9694740546816296
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TP53,4,0,1,0,1,1,1,1,6.567530020504592
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
