Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,1,0,1,0,1,1,1,1,NA
ADAM10,2,0,1,0,1,1,1,1,1.306032698752415
AKT1,1,0,1,0,1,1,1,1,NA
APP,2,0,1,0,1,1,1,1,2.2538359851577954
ARNT,1,0,1,0,1,1,1,1,4.548543754799093
ATF1,1,0,1,0,1,1,1,1,3.5332170034127675
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,1,0,0,1,-1,1,-1,-1,NA
CCNE1,1,0,0,1,-1,1,-1,-1,NA
CDK1,0,0,0,1,-1,0,-1,-1,NA
CDK2,1,0,0,1,-1,1,-1,-1,NA
CDK4,0,0.8,0,0.2,-0.2,0,-0.2,-1,NA
CEBPA,1,0,1,0,1,1,1,1,7.877272643902079
CHEK1,1,0,0,1,-1,1,-1,-1,NA
CHUK,1,0,0,1,-1,1,-1,-1,NA
CLK2,1,0,1,0,1,1,1,1,NA
CREBBP,0,0,0,1,-1,0,-1,-1,NA
CTCF,1,0,1,0,1,1,1,1,6.348663067645258
CTNNB1,0,0,0,1,-1,0,-1,-1,NA
DDX17,1,0,1,0,1,1,1,1,NA
E2F3,1,0,0,1,-1,1,-1,-1,-1.6552974912711647
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EIF2AK2,1,0,1,0,1,1,1,1,NA
EIF4E,1,0,1,0,1,1,1,1,NA
ELAVL1,1,0,1,0,1,1,1,1,NA
EP300,1,0,1,0,1,1,1,1,NA
EPHB2,3,0,1,0,1,1,1,1,NA
FOS,1,0,1,0,1,1,1,1,13.211649660329833
FOSL1,1,0,1,0,1,1,1,1,5.904096979570688
FOSL2,1,0,1,0,1,1,1,1,8.528610779063825
FYN,1,0,1,0,1,1,1,1,NA
GATA3,1,0,1,0,1,1,1,1,8.938255714005845
Gene8417__THRA,0,0,1,0,1,0,1,1,NA
GPC6,0,0,1,0,1,0,1,1,NA
GSK3B,1,0,1,0,1,1,1,1,NA
HIF1A,1,0,1,0,1,1,1,1,8.057728853867147
HMGB1,1,0,1,0,1,1,1,1,-1.148033704797374
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ID2,0,0,0,1,-1,0,-1,-1,NA
IL6,2,0,1,0,1,1,1,1,NA
IL6R,3,0,1,0,1,1,1,1,NA
